"sep=,"
"Well Crafted Wine & Beverage Co. inventory as at 2025-09-30"
" "
Warehouse,Account,"Item number","Item type",Supplier,Category,Brand,Name,Batch,SKU,Vintage,Style,Colour,Varieties,Cases,"Items per case","Unit quantity",Unit,"Barrel or tank",Liters,"Unit COGS",COGS,"Pending orders (cases)","Pending orders (unit quantity)","Pending goods received (cases)","Pending goods received (unit quantity)"
Warrenton,"Well Crafted Wine & Beverage Co.",18092,Wine,"Canopy Wines","South African","Noble Hill","Estate Reserve White",,SAF1072,2021,Still,White,"Grenache Blanc, Marsanne, Chenin Blanc, Viognier",2.33,12,28,"750 ml",,21.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",24783,Wine,"Canopy Wines","South African","Noble Hill","Estate Reserve White",,SAF1072,2022,Still,White,,3.33,12,40,"750 ml",,30.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",22708,Wine,"Canopy Wines","South African","Noble Hill","Field Atlas",,SAF1073,2021,Still,Red,,11.50,12,138,"750 ml",,103.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",16973,Wine,"Canopy Wines","South African","Noble Hill","Mourvèdre Rosé",,SAF1007,2021,Still,Rose,Mourvèdre,1.33,12,16,"750 ml",,12.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",21075,Wine,"Canopy Wines","South African","Noble Hill","Mourvèdre Rosé",,SAF1007,2022,Still,Rose,Mourvèdre,1.00,12,12,"750 ml",,9.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",24097,Wine,"Canopy Wines","South African","Noble Hill","Mourvèdre Rosé",,SAF1007,2023,Still,Rose,Mourvèdre,0.25,12,3,"750 ml",,2.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",25973,Wine,"Canopy Wines","South African","Noble Hill","Mourvèdre Rosé",,SAF1007,2024,Still,Rose,Mourvèdre,3.00,12,36,"750 ml",,27.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",22297,Wine,"Canopy Wines","South African","Noble Hill","Simonskop Chenin Blanc",,SAF1080,2022,Still,White,,10.00,6,60,"750 ml",,45.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",15570,Wine,"Canopy Wines","South African","Noble Hill","Sur Lie Chenin Blanc",,SAF1061,2020,Still,White,"Chenin Blanc",0.58,12,7,"750 ml",,5.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",25365,Wine,"Canopy Wines","South African","Noble Hill","Sur Lie Chenin Blanc",,SAF1061,2023,Still,White,"Chenin Blanc, Viognier",4.08,12,49,"750 ml",,36.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",21186,Wine,"Sampson Family Wines","Non Alcoholic",,"Noughty NA Red Wine",,NON1005,NV,Still,,Syrah,35.00,6,210,"750 ml",,157.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",21188,Wine,"Sampson Family Wines","Non Alcoholic",,"Noughty NA Rose Wine",,NON1006,NV,Still,Rose,,8.83,6,53,"750 ml",,39.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",21187,Wine,"Sampson Family Wines","Non Alcoholic",,"Noughty NA White Wine",,NON1004,NV,Still,,,12.00,6,72,"750 ml",,54.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",22582,Wine,"Sampson Family Wines","Non Alcoholic",Noughty,"NA Sparkling Chardonnay",,NON1010,NV,Sparkling,White,,19.33,6,116,"750 ml",,87.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",22583,Wine,"Sampson Family Wines","Non Alcoholic",Noughty,"NA Sparkling Rose",,NON1011,NV,Sparkling,Rose,,7.50,6,45,"750 ml",,33.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",19291,Wine,"MHW (Western Carriers)",Chilean,,"O Leao Red Blend (DC-MD Only)",,CHL1013,2020,,,,0.25,12,3,"750 ml",,2.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",24606,Wine,"MHW (Western Carriers)",Chilean,,"O Leao Red Blend (DC-MD Only)",,CHL1013,2022,,,,61.17,6,367,"750 ml",,275.25,0,0,-3.00,-18,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",20411,Wine,"MHW (Western Carriers)",Chilean,,"O Leao Red Blend Cachapoal Valley Magnum (DC MD Only)",,CHL1014,2019,,,,1.00,6,6,"1.5 l",,9.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",24213,Wine,Oceano,Californian,Oceano,Chardonnay,,CAL1301,2021,Still,White,,6.33,12,76,"750 ml",,57.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",27398,Wine,Oceano,Californian,Oceano,"Chardonnay (Damaged Label)",,CAL1301,2019,Still,White,,0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",25961,Wine,Oceano,Californian,Oceano,"Low Alcohol Syrah",,CAL1351,2023,Still,Red,Syrah,3.67,12,44,"750 ml",,33.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",19726,Wine,Oceano,Californian,Oceano,"Pinot Noir",,CAL1302,2021,,,,0.33,12,4,"750 ml",,3.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",28327,Wine,Oleandri,Californian,Oleandri,"Howell Mountain Cabernet",,CAL1363,2021,Still,Red,"Cabernet Sauvignon, Petit Verdot, Malbec, Cabernet Franc, Merlot",1.75,12,21,"750 ml",,15.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",28329,Wine,Oleandri,Californian,Oleandri,"La Scala Red Blend",,CAL1367,2022,Still,Red,"Cabernet Sauvignon, Merlot, Cabernet Franc, Petite Sirah, Petit Verdot",4.83,12,58,"750 ml",,43.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",28326,Wine,Oleandri,Californian,Oleandri,"Napa Cabernet Franc",,CAL1364,2020,Still,Red,"Cabernet Franc, Merlot, Petit Verdot",1.17,12,14,"750 ml",,10.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",28328,Wine,Oleandri,Californian,Oleandri,"Rutherford Cabernet Sauvignon",,CAL1366,2019,Still,Red,"Cabernet Sauvignon, Petit Verdot, Malbec, Merlot, Cabernet Franc",1.58,12,19,"750 ml",,14.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",28325,Wine,Oleandri,Californian,Oleandri,"Santa Rita Hills Pinot Noir",,CAL1362,2023,Still,,,0.50,12,6,"750 ml",,4.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",28324,Wine,Oleandri,Californian,Oleandri,"Sonoma Coast Chardonnay",,CAL1361,2023,Still,White,Chardonnay,0.50,12,6,"750 ml",,4.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",24306,Wine,"Oliver Viticultors",Spanish,"Oliver Viticultors","10,000 Hours Floral Blanc",,SPA1312,2023,Still,White,"Muscat, Sauvignon Blanc, Malvasía",12.92,12,155,"750 ml",,116.25,0,0,-4.00,-48,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",28727,Wine,"Oliver Viticultors",Spanish,"Oliver Viticultors","10,000 Hours Floral Blanc",,SPA1312,2024,Still,White,"Muscat, Sauvignon Blanc, Malvasía",42.00,12,504,"750 ml",,378.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",24307,Wine,"Oliver Viticultors",Spanish,"Oliver Viticultors","10,000 Hours Xarello",,SPA1313,2022,Still,White,Xarel-lo,0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",25061,Wine,"Oliver Viticultors",Spanish,"Oliver Viticultors","10,000 Hours Xarello",,SPA1313,2023,Still,White,Xarel-lo,40.25,12,483,"750 ml",,362.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",22173,Wine,"Oliver Viticultors",Spanish,"Oliver Viticultors","Cava Brut Nature",,SPA1283,,,,"Xarel-lo, Macabeo, Parellada",40.67,12,488,"750 ml",,366.00,0,0,-2.00,-24,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",24305,Wine,"Oliver Viticultors",Spanish,"Oliver Viticultors","Malvasia La Temptacio",,SPA1314,2021,Still,White,Malvasía,21.17,6,127,"750 ml",,95.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",22174,Wine,"Oliver Viticultors",Spanish,"Oliver Viticultors","Nature Rose",,SPA1284,,Sparkling,Rose,"Garnacha, Pinot Noir",7.00,12,84,"750 ml",,63.00,0,0,-6.33,-76,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",22176,Wine,"Oliver Viticultors",Spanish,"Oliver Viticultors","Sadurni Cuvee Barrica",,SPA1286,2018,Sparkling,,"Xarel-lo, Chardonnay, Macabeo, Parellada",1.83,6,11,"750 ml",,8.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",25059,Wine,"Oliver Viticultors",Spanish,"Oliver Viticultors","Sadurni Cuvee Barrica",,SPA1286,2020,Sparkling,,"Xarel-lo, Chardonnay, Macabeo, Parellada",11.17,6,67,"750 ml",,50.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",28728,Wine,"Oliver Viticultors",Spanish,"Oliver Viticultors","Sadurni Cuvee Barrica",,SPA1286,2022,Sparkling,,"Xarel-lo, Chardonnay, Macabeo, Parellada",24.00,6,144,"750 ml",,108.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",22175,Wine,"Oliver Viticultors",Spanish,"Oliver Viticultors","Sadurni Reserva",,SPA1285,2019,Sparkling,,"Xarel-lo, Macabeo, Parellada, Chardonnay",67.33,6,404,"750 ml",,303.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",17649,Wine,,"Z- Samples","One Flock","Red Wine",,,2020,,,,0.17,12,2,"750 ml",,1.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",17648,Wine,,"Z- Samples","One Flock","Sauvignon Blanc",,,2020,,,,0.17,12,2,"750 ml",,1.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",21524,Wine,"Bodegas Ontanon",Spanish,Ontanon,"Blanco Viura",,SPA1190,2020,,,,26.75,12,321,"750 ml",,240.75,0,0,-0.25,-3,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",16963,Wine,"Bodegas Ontanon",Spanish,Ontanon,"Clarete Rose",,SPA1189,2021,Still,Rose,"Viura, Tempranillo",0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",24059,Wine,"Bodegas Ontanon",Spanish,Ontanon,"Clarete Rose",,SPA1189,2023,Still,Rose,"Viura, Tempranillo",63.08,12,757,"750 ml",,567.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",17909,Wine,"Bodegas Ontanon",Spanish,Ontanon,"Gran Reserva",,SPA1196,2005,,,,0.17,6,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",19638,Wine,"Bodegas Ontanon",Spanish,Ontanon,"Gran Reserva",,SPA1196,2011,,,,12.00,6,72,"750 ml",,54.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",28725,Wine,"Bodegas Ontanon",Spanish,Ontanon,"Kaori White",,SPA1217,2023,Still,White,,45.50,12,546,"750 ml",,409.50,0,0,-2.00,-24,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",21530,Wine,"Bodegas Ontanon",Spanish,Ontanon,Natura,,SPA1293,2020,,,,0.17,6,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",26240,Wine,"Bodegas Ontanon",Spanish,Ontanon,Natura,,SPA1293,2021,,,,1.58,12,19,"750 ml",,14.25,0,0,-0.25,-3,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",17911,Wine,"Bodegas Ontanon",Spanish,Ontanon,Reserva,,SPA1194,2010,,,,0.25,12,3,"750 ml",,2.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",15978,Wine,"Bodegas Ontanon",Spanish,Ontanon,Reserva,,SPA1194,2015,,,,9.83,12,118,"750 ml",,88.50,0,0,-3.00,-36,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",8884,Wine,"Bodegas Ontanon",Spanish,Ontanon,"Reserva Magnum",,SPA1195,2011,,,,4.17,6,25,"1500 ml",,37.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",11393,Wine,"Bodegas Ontanon",Spanish,Ontanon,"Tempranillo Blanco (White)",,SPA1218,2019,,,,0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",20715,Wine,"Bodegas Ontanon",Spanish,Ontanon,"Tempranillo Blanco (White)",,SPA1218,2022,,,,0.25,12,3,"750 ml",,2.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",24061,Wine,"Bodegas Ontanon",Spanish,Ontanon,"Tempranillo Blanco (White)",,SPA1218,2023,,,,60.67,12,728,"750 ml",,546.00,0,0,-0.25,-3,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",15572,Wine,"Sugar Loaf Wines","New Zealand",,"Orchard Lane Sauvignon Blanc",,NWZ1001,2021,Still,White,,0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",25448,Wine,"Sugar Loaf Wines","New Zealand","Orchard Lane","Pinot Noir",,NWZ1005,2023,,,,41.67,12,500,"750 ml",,375.00,0,0,-4.08,-49,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",15582,Wine,"Sugar Loaf Wines","New Zealand","Orchard Lane",Riesling,,NWZ1002,2021,Still,White,,9.33,12,112,"750 ml",,84.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",25449,Wine,"Sugar Loaf Wines","New Zealand","Orchard Lane",Riesling,,NWZ1002,2023,Still,White,,19.17,12,230,"750 ml",,172.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",14554,Wine,"Sugar Loaf Wines","New Zealand","Orchard Lane",Rose,,NWZ1006,2020,Still,Rose,,0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",18013,Wine,"Sugar Loaf Wines","New Zealand","Orchard Lane","Sauvignon Blanc",,NWZ1001,2022,Still,White,,-2.67,12,-32,"750 ml",,-24.00,0,-0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",21884,Wine,"Sugar Loaf Wines","New Zealand","Orchard Lane","Sauvignon Blanc",,NWZ1001,2023,Still,White,,0.42,12,5,"750 ml",,3.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",29164,Wine,"Sugar Loaf Wines","New Zealand","Orchard Lane","Sauvignon Blanc",,NWZ1001,2024,Still,White,,418.17,12,5018,"750 ml",,"3,763.50",0,0,-6.00,-72,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",29242,Wine,"Paloma Vineyard",Californian,"Paloma Vineyards","Cabernet Sauvignon",,CAL1381,2019,Still,,"Merlot, Cabernet Sauvignon",2.58,12,31,"750 ml",,23.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",15744,Wine,"Paloma Vineyard",Californian,"Paloma Vineyards",Merlot,,CAL1261,2016,Still,,"Merlot, Cabernet Sauvignon",0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",15743,Wine,"Paloma Vineyard",Californian,"Paloma Vineyards",Merlot,,CAL1261,2017,Still,,"Merlot, Cabernet Sauvignon",2.50,12,30,"750 ml",,22.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",29353,Wine,"Paloma Vineyard",Californian,"Paloma Vineyards",Merlot,,CAL1261,2019,Still,,"Merlot, Cabernet Sauvignon",4.08,12,49,"750 ml",,36.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",24639,Wine,"Familia Schroeder",Argentine,"Pampas Grass","Pinot Noir",,ARG1023,2023,Still,Red,,258.58,12,3103,"750 ml",,"2,327.25",0,0,-0.50,-6,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",3282,Wine,Paris-Simoneau,French,Paris-Simoneau,"Brut Blanc Clasique",,FRA1015,,,,,154.00,12,1848,"750 ml",,"1,386.00",0,0,-11.08,-133,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",3283,Wine,Paris-Simoneau,French,Paris-Simoneau,"Brut Rose",,FRA1016,,,,,49.00,12,588,"750 ml",,441.00,0,0,-0.08,-1,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",20129,Wine,Paris-Simoneau,French,Paris-Simoneau,"Les Georges Sauvignon Blanc",,FRA1103,2022,,,,0.33,12,4,"750 ml",,3.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",28192,Wine,Paris-Simoneau,French,Paris-Simoneau,"Les Georges Sauvignon Blanc",,FRA1103,2024,,,,28.17,12,338,"750 ml",,253.50,0,0,-1.00,-12,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",1743,Wine,"Farm Winery",Californian,"Paso Robles","Farm Winery The Big Game",,CAL1022,2011,,,,0.17,6,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",15076,Wine,"Pomar Junction Vineyard & Winery",Californian,"Paso Robles","Pomar Junction Brooster Red Blend",,CAL1031,2018,,,,0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",2926,Wine,"Pomar Junction Vineyard & Winery",Californian,"Paso Robles","Pomar Junction Cotes de Pomar Blanc",,CAL1036,2016,,,,0.17,12,2,"750 ml",,1.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",5999,Wine,"Pomar Junction Vineyard & Winery",Californian,"Paso Robles","Pomar Junction Grenache Blanc",,CAL1035,2015,,,,0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",2728,Wine,"Pomar Junction Vineyard & Winery",Californian,"Paso Robles","Pomar Junction Grenache Blanc",,CAL1035,2016,,,,0.25,12,3,"750 ml",,2.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",20546,Wine,"Pomar Junction Vineyard & Winery",Californian,"Paso Robles","Pomar Junction Grenache Blanc",,CAL1035,2017,,,,5.00,12,60,"750 ml",,45.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",4514,Wine,"Pomar Junction Vineyard & Winery",Californian,"Paso Robles","Pomar Junction GSM Crossing",,CAL1041,2014,Still,Red,,2.75,12,33,"750 ml",,24.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",25501,Wine,"Pomar Junction Vineyard & Winery",Californian,"Paso Robles","Pomar Junction GSM Crossing (Wine Club Only)",,CAL1041,2016,Still,Red,,0.92,12,11,"750 ml",,8.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",1914,Wine,"Pomar Junction Vineyard & Winery",Californian,"Paso Robles","Pomar Junction Merlot",,CAL1037,2013,,,,0.33,12,4,"750 ml",,3.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",15080,Wine,"Pomar Junction Vineyard & Winery",Californian,"Paso Robles","Pomar Junction Picnic Chardonnay",,CAL1030,2020,,,,0.17,12,2,"750 ml",,1.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",21049,Wine,"Pomar Junction Vineyard & Winery",Californian,"Paso Robles","Pomar Junction Picnic Chardonnay",,CAL1030,2022,,,,2.75,12,33,"750 ml",,24.75,0,0,-1.00,-12,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",2733,Wine,"Pomar Junction Vineyard & Winery",Californian,"Paso Robles","Pomar Junction SBC Chardonnay",,CAL1065,2016,,,,0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",20547,Wine,"Pomar Junction Vineyard & Winery",Californian,"Paso Robles","Pomar Junction Tempranillo",,CAL1308,,,,,5.00,12,60,"750 ml",,45.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",2730,Wine,,Californian,"Paso Robles","Pomar Junction Zinfandel",,CAL1038,2015,,,,0.17,12,2,"750 ml",,1.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",15079,Wine,"Pomar Junction Vineyard & Winery",Californian,"Paso Robles","Pomar Junction Zinfandel (WINE CLUB ONLY)",,CAL1038,2016,,,,0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",20720,Wine,"Domaine Des Pasquiers",French,Pasquiers,"Cotes du Rhone Rouge",,FRA1002,2022,Still,Red,"Garnacha, Syrah",-0.17,12,-2,"750 ml",,-1.50,0,-0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",28197,Wine,"Domaine Des Pasquiers",French,Pasquiers,"Cotes du Rhone Rouge",,FRA1002,2023,Still,Red,"Garnacha, Syrah",75.67,12,908,"750 ml",,681.00,0,0,-0.17,-2,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",20718,Wine,"Domaine Des Pasquiers",French,Pasquiers,Gigondas,,FRA1017,2021,Still,Red,"Garnacha, Syrah",0.25,12,3,"750 ml",,2.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",22747,Wine,"Domaine Des Pasquiers",French,Pasquiers,Gigondas,,FRA1017,2022,Still,Red,"Garnacha, Syrah",25.17,12,302,"750 ml",,226.50,0,0,-1.08,-13,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",11673,Wine,"Domaine Des Pasquiers",French,Pasquiers,"Plan de Dieu",,FRA1001,2019,Still,Red,"Garnacha, Syrah, Mourvèdre",0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",25690,Wine,"Domaine Des Pasquiers",French,Pasquiers,"Plan de Dieu",,FRA1001,2022,Still,Red,"Grenache, Syrah, Mourvèdre",20.08,12,241,"750 ml",,180.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",17759,Wine,"Domaine Des Pasquiers",French,Pasquiers,"Sablet Blanc",,FRA1078,2021,Still,White,"Roussane, Marsanne, Clairette",0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",22748,Wine,"Domaine Des Pasquiers",French,Pasquiers,"Sablet Blanc",,FRA1078,2022,Still,White,"Roussane, Marsanne, Clairette",0.50,12,6,"750 ml",,4.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",25688,Wine,"Domaine Des Pasquiers",French,Pasquiers,"Sablet Blanc",,FRA1078,2023,Still,White,"Roussane, Marsanne, Clairette",14.92,12,179,"750 ml",,134.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",23253,Wine,"Domaine Des Pasquiers",French,Pasquiers,"Sablet Rouge",,FRA1000,2017,Still,Red,"Garnacha, Syrah, Mourvèdre",0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",15762,Wine,"Domaine Des Pasquiers",French,Pasquiers,"Sablet Rouge",,FRA1000,2020,Still,Red,"Garnacha, Syrah, Mourvèdre",0.33,12,4,"750 ml",,3.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",25689,Wine,"Domaine Des Pasquiers",French,Pasquiers,"Sablet Rouge",,FRA1000,2022,Still,Red,"Garnacha, Syrah, Mourvèdre",0.25,12,3,"750 ml",,2.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",29445,Wine,"Domaine Des Pasquiers",French,Pasquiers,"Sablet Rouge",,FRA1000,2023,Still,Red,"Garnacha, Syrah, Mourvèdre",20.33,12,244,"750 ml",,183.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",23601,Wine,"Ocean South","Z- Samples","Patrick Lambert Gourmandise",Chinon,,SAMPLE,2021,Still,Red,,0.50,12,6,"750 ml",,4.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",28247,Wine,"Legend Australia (USA Wine West)",Australian,,"Patrick Sullivan Chardonnay",,AUS1039,2023,,,,3.33,12,40,"750 ml",,30.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",2351,Wine,Vinaio,Spanish,"Perucchi Vermouth",Blanco,,SPA1151,,,,,29.17,6,175,"1000 ml",,175.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",2352,Wine,Vinaio,Spanish,"Perucchi Vermouth","Red Gran Reserva",,SPA1152,,,,,47.33,6,284,"1000 ml",,284.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",18101,Wine,VinaOliva,"Z- Samples",Perucchi,"Vermouth Blanco Extra Dry",,SAMPLE,,,,,1.00,6,6,"750 ml",,4.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",29478,Wine,"Grateful Palate",French,"Petit Hameu","Bless Your Heart Rose Champagne",,FRA1192,NV,Sparkling,Rose,,6.00,3,18,"750 ml",,13.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",19261,Wine,"Grateful Palate",French,"Petit Hameu","Good Lord Champagne",,FRA1089,NV,Sparkling,,,28.00,3,84,"750 ml",,63.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",25328,Wine,"Phelps Creek Vineyards",Oregon,"Phelps Creek",Chardonnay,,ORO1053,2021,,,,0.33,12,4,"750 ml",,3.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",25629,Wine,"Phelps Creek Vineyards",Oregon,"Phelps Creek",Chardonnay,,ORO1053,2022,,,,0.92,12,11,"750 ml",,8.25,0,0,-0.08,-1,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",25330,Wine,"Phelps Creek Vineyards",Oregon,"Phelps Creek","Cuvee Alexandrine Pinot Noir",,ORO1056,2021,,,,4.33,12,52,"750 ml",,39.00,0,0,-0.08,-1,0.00,0
