"sep=,"
"Well Crafted Wine & Beverage Co. inventory as at 2025-09-30"
" "
Warehouse,Account,"Item number","Item type",Supplier,Category,Brand,Name,Batch,SKU,Vintage,Style,Colour,Varieties,Cases,"Items per case","Unit quantity",Unit,"Barrel or tank",Liters,"Unit COGS",COGS,"Pending orders (cases)","Pending orders (unit quantity)","Pending goods received (cases)","Pending goods received (unit quantity)"
Warrenton,"Well Crafted Wine & Beverage Co.",22868,Wine,"Bodegas Pascual",Spanish,Rueda,"Heredad de Penalosa Verdejo",,SPA1115,2022,,,,2.75,12,33,"750 ml",,24.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",14907,Wine,"Bodega Reina de Castilla",Spanish,Rueda,"Isabelino Blanco",,SPA1116,2020,,White,,0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",23338,Wine,"Bodega Reina de Castilla",Spanish,Rueda,"Isabelino Blanco",,SPA1116,2022,,White,,1.33,12,16,"750 ml",,12.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",23519,Wine,"Bodega Reina de Castilla",Spanish,Rueda,"Isabelino Blanco (Damaged label)",,SPA1116,2021,,White,,0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",3170,Wine,,Spanish,Rueda,"Isabelino, Blanco",,SPA1116,2017,,White,,0.25,12,3,"750 ml",,2.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",11603,Wine,"Bodega Reina de Castilla",Spanish,Rueda,"Reina De Castilla Oak Aged Verdejo",,SPA1118,2019,Still,Red,,0.17,6,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",23337,Wine,,Spanish,Rueda,"Reina De Castilla Oak Aged Verdejo",,SPA1118,2022,Still,Red,,69.67,6,418,"750 ml",,313.50,0,0,-0.17,-1,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",3255,Wine,"Bodega Reina de Castilla",Spanish,Rueda,"Reina de Castilla Sauvignon Blanc",,SPA1117,2015,,White,,0.08,12,1,"1.5 l",,1.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",23244,Wine,,Spanish,Rueda,"Reina de Castilla Sauvignon Blanc",,SPA1117,2016,,White,,0.17,12,2,"750 ml",,1.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",3171,Wine,,Spanish,Rueda,"Reina de Castilla Sauvignon Blanc",,SPA1117,2017,,White,,0.17,12,2,"750 ml",,1.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",14604,Wine,"Bodega Reina de Castilla",Spanish,Rueda,"Reina de Castilla Verdejo",,SPA1180,2019,,White,,0.17,12,2,"750 ml",,1.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",9121,Wine,"Saddleback Cellars",Californian,Saddleback,Merlot,,CAL1177,2016,Still,Red,,0.25,12,3,"750 ml",,2.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",23383,Wine,"Saddleback Cellars",Californian,Saddleback,"Rancher Red",,CAL1175,2019,Still,Red,"Cabernet Sauvignon, Petite Sirah, Cabernet Franc",39.50,12,474,"750 ml",,355.50,0,0,-11.42,-137,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",11398,Wine,"Saddleback Cellars",Californian,Saddleback,Zinfandel,,CAL1174,2018,Still,Red,,1.92,12,23,"750 ml",,17.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",28243,Wine,"Legend Australia (USA Wine West)",Australian,"Sailor Seeks Horse","Pinot Noir",,AUS1045,2022,,,,2.83,12,34,"750 ml",,25.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",2425,Wine,Jelu,Argentine,"San Juan","Jelu Pinot Noir",,ARG1014,2013,,,,0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",22194,Wine,"Scarpetta (Northern VA only)",Italian,Scarpetta,"Pinot Grigio DOC Friuli (NOVA only)",,ITA1104,2022,Still,White,,0.75,12,9,"750 ml",,6.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",24979,Wine,"Scarpetta (Northern VA only)",Italian,Scarpetta,"Pinot Grigio DOC Friuli (NOVA only)",,ITA1104,2023,Still,White,,15.00,12,180,"750 ml",,135.00,0,0,-2.50,-30,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",22193,Wine,"Scarpetta (Northern VA only)",Italian,Scarpetta,"Prosecco Brut DOC (NOVA only)",,ITA1103,2023,Sparkling,White,,2.67,12,32,"750 ml",,24.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",30337,Wine,"Scarpetta (Northern VA only)",Italian,Scarpetta,"Prosecco Brut DOC (NOVA only)",,ITA1103,2024,Sparkling,White,,8.00,12,96,"750 ml",,72.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",22196,Wine,"Scarpetta (Northern VA only)",Italian,Scarpetta,"Timido Brut Rose (NOVA only)",,ITA1109,NV,Sparkling,Rose,,16.75,12,201,"750 ml",,150.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",20056,Wine,"Scenic Valley Farms",Oregon,"Scenic Valley Farms",Chardonnay,,ORO1026,2021,,White,,0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",30137,Wine,"Scenic Valley Farms",Oregon,"Scenic Valley Farms",Chardonnay,,ORO1026,2024,,White,,47.33,12,568,"750 ml",,426.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",18147,Wine,"Scenic Valley Farms",Oregon,"Scenic Valley Farms","Pinot Gris",,ORO1024,2021,Still,White,,0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",22817,Wine,"Scenic Valley Farms",Oregon,"Scenic Valley Farms","Pinot Gris",,ORO1024,2022,Still,White,,20.00,12,240,"750 ml",,180.00,0,0,-0.08,-1,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",23251,Wine,"Scenic Valley Farms",Oregon,"Scenic Valley Farms","Pinot Noir",,ORO1028,2020,Still,Red,,0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",18146,Wine,"Scenic Valley Farms",Oregon,"Scenic Valley Farms","Pinot Noir",,ORO1028,2021,Still,Red,,0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",23513,Wine,"Scenic Valley Farms",Oregon,"Scenic Valley Farms","Pinot Noir",,ORO1028,2022,Still,Red,,59.25,12,711,"750 ml",,533.25,0,0,-4.00,-48,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",29428,Wine,"Scenic Valley Farms",Oregon,"Scenic Valley Farms","Pinot Noir",,ORO1028,2023,Still,Red,,53.00,12,636,"750 ml",,477.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",16878,Wine,,"Z- Samples","Scenic Valley Farms",Rose,,SAMPLE,2021,,,,0.17,12,2,"750 ml",,1.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",27300,Wine,"Scheid Vineyards",Californian,"Scheid Vineyards","Craftwork Cabernet Sauvignon",,CAL1188,2022,,Red,,0.58,12,7,"750 ml",,5.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",29154,Wine,"Scheid Vineyards",Californian,"Scheid Vineyards","Craftwork Cabernet Sauvignon",,CAL1188,2023,,Red,,14.92,12,179,"750 ml",,134.25,0,0,-1.00,-12,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",27301,Wine,"Scheid Vineyards",Californian,"Scheid Vineyards","Craftwork Cabernet Sauvignon (Stained Lables)",,CAL1188,2022,,Red,,0.50,12,6,"750 ml",,4.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",10269,Wine,"Scheid Vineyards",Californian,"Scheid Vineyards","Elder Rock Chardonnay",,CAL1187,2018,Still,White,,0.17,12,2,"750 ml",,1.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",15997,Wine,"Scheid Vineyards",Californian,"Scheid Vineyards","Elder Rock Chardonnay",,CAL1187,2019,Still,White,,0.17,12,2,"750 ml",,1.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",20206,Wine,"Scheid Vineyards",Californian,"Scheid Vineyards","Redwick Estate Red Blend",,CAL1182,2019,Still,Red,,0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",25943,Wine,"Scheid Vineyards",Californian,"Scheid Vineyards","Rocklin Ranch Cabernet Sauvignon",,CAL1184,2022,Still,Red,,0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",29153,Wine,"Scheid Vineyards",Californian,"Scheid Vineyards","Rocklin Ranch Cabernet Sauvignon",,CAL1184,2023,Still,Red,,21.83,12,262,"750 ml",,196.50,0,0,-1.00,-12,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",25696,Wine,"Scheid Vineyards",Californian,"Scheid Vineyards","Rocklin Ranch Chardonnay",,CAL1183,2023,Still,White,Chardonnay,39.67,12,476,"750 ml",,357.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",12965,Wine,"Scheid Vineyards",Californian,"Scheid Vineyards","Rocklin Ranch Pinot Noir",,CAL1226,2016,Still,Red,,0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",25412,Wine,"Scheid Vineyards",Californian,"Scheid Vineyards","Rocklin Ranch Pinot Noir",,CAL1185,2022,Still,Red,,12.50,12,150,"750 ml",,112.50,0,0,-1.08,-13,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",23144,Wine,"Legend Australia (USA Wine West)",Australian,Seppeltsfield,"Cabernet Sauvignon",,AUS1029,2021,Still,Red,"Cabernet Sauvignon",14.00,12,168,"750 ml",,126.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",18063,Wine,"Legend Australia (USA Wine West)",Australian,Seppeltsfield,"Grand Tawny  10yr",,AUS1022,NV,,,,4.58,12,55,"750 ml",,41.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",21212,Wine,"Legend Australia (USA Wine West)",Australian,Seppeltsfield,Grenache,,AUS1021,2021,Still,Red,Grenache,0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",24789,Wine,"Legend Australia (USA Wine West)",Australian,Seppeltsfield,Grenache,,AUS1021,2022,Still,Red,Grenache,7.58,12,91,"750 ml",,68.25,0,0,-1.00,-12,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",28248,Wine,"Legend Australia (USA Wine West)",Australian,Seppeltsfield,Riesling,,AUS1019,2023,Still,White,Riesling,15.08,12,181,"750 ml",,135.75,0,0,-1.00,-12,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",28280,Wine,"Legend Australia (USA Wine West)",Australian,Seppeltsfield,Shiraz,,AUS1020,2022,Still,Red,,6.33,12,76,"750 ml",,57.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",24168,Wine,"Ventura Selections",Spanish,,"Serra de Estrela Albarino (DC / MD Only)",,SPA1330,2023,,,,3.92,12,47,"750 ml",,35.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",27646,Wine,"Spyrt Worldwide (Shabo)",Ukraine,Shabo,"Grande Reserve Cabernet - Merlot",,UKR1008,2023,Still,Red,"Cabernet Sauvignon, Merlot",1.92,12,23,"750 ml",,17.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",27645,Wine,"Spyrt Worldwide (Shabo)",Ukraine,Shabo,"Grande Reserve Cabernet Sauvignon",,UKR1007,2023,Still,Red,"Cabernet Sauvignon",2.42,12,29,"750 ml",,21.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",27647,Wine,"Spyrt Worldwide (Shabo)",Ukraine,Shabo,"Grande Reserve Merlot",,UKR1021,2022,Still,Red,Merlot,3.25,12,39,"750 ml",,29.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",27648,Wine,"Spyrt Worldwide (Shabo)",Ukraine,Shabo,"Grande Reserve Telti-Kuruk",,UKR1009,2022,Still,White,,3.58,12,43,"750 ml",,32.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",27651,Wine,"Spyrt Worldwide (Shabo)",Ukraine,Shabo,"IFWH Exclusive Cabernet Sauvignon",,UKR1027,2016,,,,0.50,12,6,"750 ml",,4.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",28921,Wine,"Spyrt Worldwide (Shabo)",Ukraine,Shabo,"Limited Edition Kakhetian Saperavi Merlot",,UKR1010,2023,Still,Red,"Merlot, Saperavi",6.25,12,75,"750 ml",,56.25,0,0,-0.50,-6,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",27636,Wine,"Spyrt Worldwide (Shabo)",Ukraine,Shabo,"Original Cabernet Sauvignon",,UKR1002,2022,,,,3.00,12,36,"750 ml",,27.00,0,0,-0.50,-6,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",27635,Wine,"Spyrt Worldwide (Shabo)",Ukraine,Shabo,"Original Chardonnay",,UKR1001,2023,Still,White,Chardonnay,4.83,12,58,"750 ml",,43.50,0,0,-1.00,-12,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",27637,Wine,"Spyrt Worldwide (Shabo)",Ukraine,Shabo,"Original Dry Rose",,UKR1013,2023,Still,Rose,"Merlot, Pinot Noir",0.42,12,5,"750 ml",,3.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",27638,Wine,"Spyrt Worldwide (Shabo)",Ukraine,Shabo,"Original Merlot",,UKR1014,2022,,,,0.83,12,10,"750 ml",,7.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",29442,Wine,"Spyrt Worldwide (Shabo)",Ukraine,Shabo,"Original Merlot",,UKR1014,2024,,,,3.33,12,40,"750 ml",,30.00,0,0,-1.00,-12,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",30010,Wine,"Spyrt Worldwide (Shabo)",Ukraine,Shabo,"Original Pinot Grigio",,UKR1012,2024,Still,White,"Pinot Grigio",5.50,12,66,"750 ml",,49.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",27640,Wine,"Spyrt Worldwide (Shabo)",Ukraine,Shabo,"Reserve Cabernet Sauvignon",,UKR1005,2023,Still,,"Cabernet Sauvignon",5.50,12,66,"750 ml",,49.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",27643,Wine,"Spyrt Worldwide (Shabo)",Ukraine,Shabo,"Reserve Chardonnay",,UKR1015,2022,Still,White,Chardonnay,2.83,12,34,"750 ml",,25.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",27653,Wine,"Spyrt Worldwide (Shabo)",Ukraine,Shabo,"Reserve Merlot",,UKR1004,2022,Still,Red,Merlot,5.00,12,60,"750 ml",,45.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",27642,Wine,"Spyrt Worldwide (Shabo)",Ukraine,Shabo,"Reserve Pinot Grigio",,UKR1017,2022,,,,2.67,12,32,"750 ml",,24.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",27641,Wine,"Spyrt Worldwide (Shabo)",Ukraine,Shabo,"Reserve Saperavi",,UKR1006,2023,Still,Red,Saperavi,11.83,12,142,"750 ml",,106.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",27639,Wine,"Spyrt Worldwide (Shabo)",Ukraine,Shabo,"Reserve Telti-Kuruk",,UKR1003,2023,,,,10.25,12,123,"750 ml",,92.25,0,0,-3.00,-36,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",27649,Wine,"Spyrt Worldwide (Shabo)",Ukraine,Shabo,"Sparkling Classic Brut",,UKR1022,NV,Sparkling,White,,5.33,12,64,"750 ml",,48.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",27650,Wine,"Spyrt Worldwide (Shabo)",Ukraine,Shabo,"Sparkling Grand Reserve",,UKR1024,2016,,,,1.75,12,21,"750 ml",,15.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",30330,Wine,"Spyrt Worldwide (Shabo)",Ukraine,Shabo,"Sparkling Grand Reserve",,UKR1024,NV,,,,1.00,12,12,"750 ml",,9.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",28920,Wine,"Spyrt Worldwide (Shabo)",Ukraine,Shabo,"Sparkling Primo Secco Brut White",,UKR1011,NV,,,,14.75,12,177,"750 ml",,132.75,0,0,-4.00,-48,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",30311,Wine,"Spyrt Worldwide (Shabo)",Ukraine,Shabo,"Sparkling Primo Secco Semi Sweet White",,UKR1026,NV,Sparkling,White,,13.58,12,163,"750 ml",,122.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",7112,Wine,,Californian,Shadowbox,"Carneros Pinot Noir",,CAL1057,2014,,Red,,1.42,12,17,"750 ml",,12.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",24101,Wine,,,,"Shipping- Domestic",,Shipping1001,,,,,-15.00,1,-15,"1 each",,,0,-0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",17065,Wine,,"Z- Samples","Shmona Winery","Petit Verdot",,,2019,,,,0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",29508,Wine,"Silverthorn Wines","South African",Silverthorn,"River Dragon Cap Classique Blanc",,SAF1124,NV,Sparkling,White,Colombard,10.67,6,64,"750 ml",,48.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",29510,Wine,"Silverthorn Wines","South African",Silverthorn,"The Genie Cap Classique Brut Rose",,SAF1123,NV,Sparkling,Rose,Shiraz,16.33,6,98,"750 ml",,73.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",29509,Wine,"Silverthorn Wines","South African",Silverthorn,"The Green Man Cap Classique Brut Blanc",,SAF1122,2022,Sparkling,White,Chardonnay,18.67,6,112,"750 ml",,84.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",22505,Wine,"Sky Devil Wines",Californian,"Sky Devil","Cabernet Franc",,CAL1330,2020,Still,Red,"Cabernet Franc",2.00,12,24,"750 ml",,18.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",15237,Wine,"Sky Devil Wines",Californian,"Sky Devil","Cabernet Sauvignon",,CAL1225,2018,Still,,"Cabernet Sauvignon",1.00,12,12,"750 ml",,9.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",28934,Wine,"Sky Devil Wines",Californian,"Sky Devil","Cabernet Sauvignon",,CAL1225,2019,Still,,"Cabernet Sauvignon",10.00,12,120,"750 ml",,90.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",24603,Wine,"Sky Devil Wines",Californian,"Sky Devil","Dash Two",,CAL1343,2022,Still,Red,"Cabernet Sauvignon",15.25,12,183,"750 ml",,137.25,0,0,-0.08,-1,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",14534,Wine,"Sky Devil Wines",Californian,"Sky Devil",Formation,,CAL1224,2018,Still,Red,"Cabernet Sauvignon, Merlot, Malbec, Petit Verdot",0.17,12,2,"750 ml",,1.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",23183,Wine,"Sky Devil Wines",Californian,"Sky Devil",Formation,,CAL1224,2020,Still,Red,"Cabernet Sauvignon",11.92,12,143,"750 ml",,107.25,0,0,-2.58,-31,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",30018,Wine,"Sky Devil Wines",Californian,"Sky Devil",Formation,,CAL1224,2021,Still,Red,"Cabernet Sauvignon",22.00,12,264,"750 ml",,198.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",19545,Wine,"Sky Devil Wines",Californian,"Sky Devil",Malbec,,CAL1296,2019,Still,Red,,2.00,12,24,"750 ml",,18.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",25348,Wine,"Sky Devil Wines",Californian,"Sky Devil",Malbec,,CAL1296,2022,Still,Red,,4.08,12,49,"750 ml",,36.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",21474,Wine,"Sky Devil Wines",Californian,"Sky Devil",Rose,,CAL1325,2022,Still,Rose,,0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",24602,Wine,"Sky Devil Wines",Californian,"Sky Devil",Rose,,CAL1325,2023,Still,Rose,"Pinot Noir",3.33,12,40,"750 ml",,30.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",28935,Wine,"Sky Devil Wines",Californian,"Sky Devil","Sauvignon Blanc",,CAL1378,2024,,,,1.42,12,17,"750 ml",,12.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",7034,Wine,Skylark,Californian,Skylark,"Alondra Chardonnay",,CAL1054,2018,,,,0.17,12,2,"750 ml",,1.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",28221,Wine,Skylark,Californian,Skylark,"Alondra Chardonnay",,CAL1054,2023,,,,31.83,12,382,"750 ml",,286.50,0,0,-1.00,-12,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",4691,Wine,Skylark,Californian,Skylark,Grenache,,CAL1056,2014,,,,0.50,12,6,"750 ml",,4.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",4690,Wine,Skylark,Californian,Skylark,"Las Aves",,,2014,,,,0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",22288,Wine,Skylark,Californian,Skylark,"Las Aves",,CAL1053,2017,,,,5.08,12,61,"750 ml",,45.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",3087,Wine,Skylark,Californian,Skylark,"Pink Belly",,CAL1069,2017,,,,0.42,12,5,"750 ml",,3.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",14919,Wine,Skylark,Californian,Skylark,"Pink Belly",,CAL1069,2020,,,,4.08,12,49,"750 ml",,36.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",4688,Wine,Skylark,Californian,Skylark,"Pinot Blanc",,CAL1052,2018,,,,0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",22289,Wine,Skylark,Californian,Skylark,"Pinot Blanc",,CAL1052,2022,Still,White,,12.75,12,153,"750 ml",,114.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",23512,Wine,Skylark,Californian,Skylark,"Red Belly",,CAL1051,2019,Still,Red,"Syrah, Carignan, Grenache",34.25,12,411,"750 ml",,308.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",22291,Wine,Skylark,Californian,Skylark,"Rodgers Creek Syrah",,CAL1130,2018,Still,Red,,6.92,12,83,"750 ml",,62.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",24055,Wine,"Soco Vinicola",Spanish,"Soco Vinicola","Soco Blanco Lanzarote",,SPA1303,2023,,,,57.67,6,346,"750 ml",,259.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",18289,Wine,"Sonder Wines",Washington,Sonder,"Field Blend",,WAS1016,2021,,,,9.33,12,112,"750 ml",,84.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",23968,Wine,"Sonder Wines",Washington,Sonder,"Field Blend",,WAS1016,2022,,,,0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",18205,Wine,"Sonder Wines","Z- Samples",Sonder,"Grenache blanc",,SAMPLE,2021,,,,0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",21268,Wine,"Sonder Wines",Washington,Sonder,"Grenache blanc",,WAS1034,2022,,,,0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",25499,Wine,"Sonder Wines",Washington,Sonder,"Grenache blanc",,WAS1034,2023,,,,2.83,12,34,"750 ml",,25.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",21267,Wine,"Sonder Wines",Washington,Sonder,"Orange (White Field Blend)",,WAS1035,2022,,Orange,"Viognier, Roussane",6.00,12,72,"750 ml",,54.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",21265,Wine,"Sonder Wines",Washington,Sonder,Roussanne,,WAS1014,2022,,,,12.83,12,154,"750 ml",,115.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",19636,Wine,"Grateful Palate",Spanish,"Southern Belle","Poor Boy",,SPA1269,2020,Still,,,0.92,12,11,"750 ml",,8.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",23666,Wine,"Grateful Palate",Spanish,"Southern Belle",Precious,,CAL1254,2021,Still,Red,Syrah,13.00,12,156,"750 ml",,117.00,0,0,-2.08,-25,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",21477,Wine,"Grateful Palate",Spanish,"Southern Belle","Precious (Damaged Label)",,CAL1254,2020,Still,Red,Syrah,1.33,12,16,"750 ml",,12.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",23665,Wine,"Grateful Palate",Spanish,"Southern Belle","Red Blend",,CAL1252,2022,Still,,,37.50,12,450,"750 ml",,337.50,0,0,-3.08,-37,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",20757,Wine,"Grateful Palate",Spanish,"Southern Belle","Semi Precious",,SPA1273,2021,,Red,Syrah,31.75,12,381,"750 ml",,285.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",27394,Wine,"Spicy Wings",Spanish,"Spicy Wings","Rock the Day Red",,SPA1350,NV,Still,Red,,19.50,12,234,"750 ml",,175.50,0,0,0.00,0,0.00,0
