Origin,Region,Supplier,Item,Unit,SKU,Frontline WCB Price,Discount WCB Price,BTG- On Premise Only,Special Pricing 1,Terms,,,Female Owned,,,,
Spain,Barcelona,Park Street (Bodega Barcelona),Lolea Citrus Spritz,0.750,SPA1359,$13.33,$12.99,,,,,,,,,,
Spain,Spain,Gil Family,Blue Vibes,0.750,SPA1341,9.33,,,,,,,,,,,
Spain,Rioja,Queiron,Queiron El Arca - Single Vineyard,0.750,SPA1237,$84.99,,,,,,,Female Owned,,,,
Spain,Rioja,Queiron,Queiron Ensayos Graciano - No Sulfites,0.750,SPA1236,$33.33,,,,,,,Female Owned,,,,
Spain,Rioja,Queiron,Queiron Mi Lugar,0.750,SPA1245,$29.99,,,,,,,Female Owned,,,,
Spain,Rioja,Queiron,Queiron Mi Lugar Blanco,0.750,SPA1332,$33.33,,,,,,,Female Owned,,,,
Spain,Rioja,Queiron,Queiron Reserva,0.750,SPA1235,$39.99,,,,,,,Female Owned,,,,
Spain,Rueda,Reina de Castilla,"Rueda Isabelino Verdejo, Blanco ",0.750,SPA1116,$8.00,$7.33,$6.67,,,,,,,,,
Spain,Rueda,Reina de Castilla,Rueda Reina De Castilla Oak Aged Verdejo  ,0.750,SPA1118,$14.33,$13.33,$12.66,,,,,,,,,
Spain,Rueda,Reina de Castilla,Rueda Reina de Castilla Saunignon Blanc ,0.750,SPA1117,$10.33,$8.99,$8.00,,,,,,,,,
Spain,Canary Islands (Lanzarote),Soco Vinicola,Soco Blanco,0.750,SPA1303,$26.67,,,$24.00,24+ bottles,,,Organic,,,,
Spain,Tierra de Castilla,Vina Aljibes,Crimson Clover Cabernet Sauvignon,0.750,SPA1231,$6.67,$5.99,,$5.49,60+ bottles within brand,,,,,,,
Spain,Tierra de Castilla,Vina Aljibes,Crimson Clover Sauvignon Blanc,0.750,SPA1232,$6.67,$5.99,,$5.49,60+ bottles within brand,,,,,,,
Spain,Tierra de Castilla,Vina Aljibes,Palacio de Morante Cabernet Sauvignon // Crimson Clover Cab Sauv Keg,20.000,SPA1182,$140.00,,,,,,,,,,,
Spain,Tierra de Castilla,Vina Aljibes,Palacio de Morante Sauvignon Blanc // Crimson Clover Sauv Blanc Keg,20.000,SPA1183,$140.00,,,,,,,,,,,
Spain,Tierra de Castilla,Vina Aljibes,Wine Kitchen Red (Merlot),0.750,SPA1213,$4.49,,,,,,,,,,,
Spain,Tierra de Castilla,Vina Aljibes,Wine Kitchen White (Sauvignon Blanc),0.750,SPA1214,$4.49,,,,,,,,,,,
Spain,,Ventura/Bodegas Lopez Morenas,Montepalacio Brut Cava,0.750,SPA1355,$6.67,,,$6.50,5+ Cases,$6.25,10+ Cases,$5.75,15+ Cases,$5.00,20+ Cases,
Spain,Barcelona,Vinaio,Perucchi Vermouth Blanco  ,1.000,SPA1151,$16.67,,,,,,,,,,,
Spain,Barcelona,Vinaio,Perucchi Vermouth Red Gran Reserve,1.000,SPA1152,$16.67,,,,,,,,,,,x
Spain,Ribera del Guadiana,Vinaoliva,Ribera del Guadiana Zaleo Joven Tempranillo ,0.750,SPA1082,$6.67,$5.99,$5.00,$5.00,60+ bottles,$4.50,20 Cases,,,,,
Spain,Ribera del Guadiana,Vinaoliva,Ribera del Guadiana Zaleo Seleccion Tempranillo,0.750,SPA1083,$7.99,$7.33,,,,,,,,,,
Spain,Ribera del Guadiana,Vinaoliva,Ribera del Guadiana Zaleo Semi Dulce Blanco ,0.750,SPA1080,$6.67,$5.99,,,,,,,,,,
Spain,Ribera del Guadiana,Vinaoliva,Ribera del Guadiana Zaleo Semi Dulce Tinto Tempranillo,0.750,SPA1081,$6.67,$5.99,,$4.00,Case 1 (2017 vintage only),,,,,,,
Spain ,Penedes,Jean Leon,Jean Leon Vinya La Scala Caberent Sauvignon Gran Reserva '99 Mags,1.500,SPA1335,$100.00,,,,,,,Female Winemaker/Organic,,,,
Ukraine,Odesa,Shabo,Shabo Grand Reserve Chardonnay,0.750,UKR1020,$40.00,,,,,,,,,,,
Ukraine,Odesa,Shabo,Shabo Grand Reserve Merlot,0.750,UKR1021,$40.00,,,,,,,,,,,
Ukraine,Odesa,Shabo,Shabo Grand Reserve Telti-Kuruk,0.750,UKR1009,$40.00,,,,,,,,,,,
Ukraine,Odesa,Shabo,Shabo Grande Reserve Cabernet Merlot Blend,0.750,UKR1008,$40.00,,,,,,,,,,,
Ukraine,Odesa,Shabo,Shabo Grande Reserve Cabernet Sauvignon,0.750,UKR1007,$40.00,,,,,,,,,,,
Ukraine,Odesa,Shabo,Shabo IFWH Exclusive Cabernet Sauvignon,0.750,UKR1027,$120.00,,,,,,,,,,,
Ukraine,Odesa,Shabo,Shabo Limited Edition ( Kakhetian) Qvevri Telti-Kuruk,0.750,UKR1019,$23.33,,,,,,,,,,,
Ukraine,Odesa,Shabo,Shabo Limited Edition (Kakhetian) Qvevri Saparavi-Merlot ,0.750,UKR1010,$23.33,,,,,,,,,,,
Ukraine,Odesa,Shabo,Shabo Original Cabernet Sauvignon,0.750,UKR1002,$12.00,,,,,,,,,,,
Ukraine,Odesa,Shabo,Shabo Original Chardonnay,0.750,UKR1001,$12.00,,,,,,,,,,,
Ukraine,Odesa,Shabo,Shabo Original Dry Rose,0.750,UKR1013,$12.00,,,,,,,,,,,
Ukraine,Odesa,Shabo,Shabo Original Merlot,0.750,UKR1014,$12.00,,,,,,,,,,,x
Ukraine,Odesa,Shabo,Shabo Original Pinot Grigio,0.750,UKR1012,$12.00,,,,,,,,,,,x
Ukraine,Odesa,Shabo,Shabo Reserve Cabernet Sauvignon,0.750,UKR1005,$17.33,,$15.50,,,,,,,,,
Ukraine,Odesa,Shabo,Shabo Reserve Chardonnay,0.750,UKR1015,$17.33,,$15.50,,,,,,,,,
Ukraine,Odesa,Shabo,Shabo Reserve Dry Rose,0.750,UKR1018,$17.33,,$15.50,,,,,,,,,
Ukraine,Odesa,Shabo,Shabo Reserve Merlot,0.750,UKR1004,$17.33,,$15.50,,,,,,,,,
Ukraine,Odesa,Shabo,Shabo Reserve Pinot Grigio,0.750,UKR1017,$17.33,,$15.50,,,,,,,,,
Ukraine,Odesa,Shabo,Shabo Reserve Saperavi,0.750,UKR1006,$17.33,,$15.50,,,,,,,,,
Ukraine,Odesa,Shabo,Shabo Reserve Sauvignon Blanc,0.750,UKR1016,$17.33,,$15.50,,,,,,,,,
Ukraine,Odesa,Shabo,Shabo Reserve Telti-Kuruk,0.750,UKR1003,$17.33,,$15.50,,,,,,,,,
Ukraine,Odesa,Shabo,Shabo Sparkling Brut PrimoSecco,0.750,UKR1011,$12.00,,,,,,,,,,,
Ukraine,Odesa,Shabo,Shabo Sparkling Brut Rose PrimoSecco,0.750,UKR1025,$12.00,,,,,,,,,,,
Ukraine,Odesa,Shabo,Shabo Sparkling Classic Brut Rose,0.750,UKR1023,$20.00,,,,,,,,,,,
Ukraine,Odesa,Shabo,Shabo Sparkling Classic Brut White,0.750,UKR1022,$20.00,,,,,,,,,,,
Ukraine,Odesa,Shabo,Shabo Sparkling Grand Reserve Brut White,0.750,UKR1024,$40.00,,,,,,,,,,,
Ukraine,Odesa,Shabo,Shabo Sparkling Semi-Sweet PrimoSecco,0.750,UKR1026,$12.00,,,,,,,,,,,
Ukraine,,Spyrt Worldwide,Ukrainian Freedom Vodka 1L,1.000,LIQ0001,$10.00,,,,,,,,,,,
Ukraine,,Spyrt Worldwide,KYIV Vodka 750ml,0.750,LIQ0002,$17.33,,,,,,,,,,,
Ukraine,,Spyrt Worldwide,Hetman Elite Vodka 700ml,0.700,LIQ0003,$26.67,,,,,,,,,,,
Ukraine,,Spyrt Worldwide,Ukrainian Spirit 1 Liter,1.000,LIQ0004,$19.99,,,,,,,,,,,
Ukraine,,Spyrt Worldwide,Ukrainian Spirit 3 Liter,3.000,LIQ0005,$172.00,,,,,,,,,,,
Ukraine,,Spyrt Worldwide,Ukrainian Spirit 3 Liter Leather,3.000,LIQ0006,$216.00,,,,,,,,,,,
Ukraine,,Spyrt Worldwide,Ukrainian Spirit 3 Liter Howitzer,3.000,LIQ0007,$667.00,,,,,,,,,,,
United Kingdom,Sussex,Roebuck Estates,Roebuck Estates Blanc de Noir,0.750,ENG1003,$53.33,,,,,,,,,,,
United Kingdom,Sussex,Roebuck Estates,Roebuck Estates Classic Cuvee,0.750,ENG1001,$33.33,,$23.00,,,,,,,,,
United Kingdom,Sussex,Roebuck Estates,Roebuck Estates Rose de Noir,0.750,ENG1002,$48.00,,,,,,,,,,,
Virginia,Middleburg,Boxwood Winery,Boxwood 'Boxwood' Red,0.750,VIR1052,$28.00,$27.00,$24.50,,,,,,,,,
Virginia,Middleburg,Boxwood Winery,Boxwood Cupola White,0.750,VIR1054,$16.67,$15.99,$14.00,,,,,,91 points (not given reviewer) 2022,,,
Virginia,Middleburg,Boxwood Winery,Boxwood Gris,0.750,VIR1036,$15.33,$14.66,$12.00,$12.00,3 Solid or 3 Mix and Match within Brand,,,,90 Points (Decanter) 2021,,,x
Virginia,Middleburg,Boxwood Winery,Boxwood Gris 375,0.750,VIR1038,$8.66,$8.33,,,,,,,,,,
Virginia,Middleburg,Boxwood Winery,Boxwood Reserve,0.750,VIR1042,$33.33,$32.66,$30.00,,,,,,,,,
Virginia,Middleburg,Boxwood Winery,Boxwood Rose,0.750,VIR1035,$15.33,$14.66,$12.00,$12.00,3 Solid or 3 Mix and Match within Brand,,,,,,,
Virginia,Middleburg,Boxwood Winery,Boxwood Rose 375,0.750,VIR1039,$8.66,$8.33,,,,,,,,,,
Virginia,Middleburg,Boxwood Winery,Boxwood Sauvignon Blanc,0.750,VIR1034,$15.33,$14.66,$12.00,$12.00,3 Solid or 3 Mix and Match within Brand,,,,,,,
Virginia,Middleburg,Boxwood Winery,Boxwood Sauvignon Blanc 375,0.750,VIR1037,$8.66,$8.33,,,,,,,,,,
Virginia,Middleburg,Boxwood Winery,Boxwood Topiary,0.750,VIR1041,$23.33,$21.33,$18.50,$18.50,3 Solid or 3 Mix and Match within Brand,,,,,,,
Virginia,Middleburg,Boxwood Winery,Boxwood Topiary 375,0.750,VIR1044,$13.33,$12.99,,,,,,,,,,
Virginia,Middleburg,Boxwood Winery,Boxwood Trellis,0.750,VIR1040,$16.67,$15.99,$14.00,$14.00,3 Solid or 3 Mix and Match within Brand,,,,90 points (not given reviewer) 2020,,,x
Virginia,Middleburg,Boxwood Winery,Boxwood Trellis 375,0.750,VIR1043,$9.33,$8.99,,,,,,,,,,
Virginia,Shenandoah Valley,Dogwood & Thistle,Dogwood & Thistle Shenandoah Valley Cabernet Franc,0.750,VIR1049,$26.67,,$15.00,,,,,,,,,
Virginia,Shenandoah Valley,Dogwood & Thistle,Dogwood & Thistle Shenandoah Valley Petit Manseng,0.750,VIR1047,$22.66,,,,,,,,,,,
Virginia,Shenandoah Valley,Dogwood & Thistle,Dogwood & Thistle Shenandoah Valley Riesling,0.750,VIR1048,$19.99,,,,,,,,,,,
Virginia,Shenandoah Valley,Dogwood & Thistle,Dogwood & Thistle Shenandoah Valley White Blend,0.750,VIR1046,$21.33,,,,,,,,,,,
Virginia,Purcellville,Endhardt Vineyards,Endhardt Lower Block Sauvignon Blanc,0.750,VIR1053,$19.99,,,$13.33,1 Case,$11.00,60 bottles- $10,,,120 bottles,,
Virginia,Shenandoah Valley,Jump Mountain,Jump Mountain Borderland Red,0.750,VIR1075,$17.33,,,,,,,,,,,
Virginia,Shenandoah Valley,Jump Mountain,Jump Mountain Cabernet Sauvignon,0.750,VIR1074,$16.67,,,,,,,,,,,
Virginia,Shenandoah Valley,Jump Mountain,Jump Mountain Gruner Veltliner,0.750,VIR1070,$11.33,,,,,,,,,,,
Virginia,Shenandoah Valley,Jump Mountain,Jump Mountain Gruner Veltliner Sparkling,0.750,VIR1071,$20.00,,,,,,,,,,,
Virginia,Shenandoah Valley,Jump Mountain,Jump Mountain Livia Italian Blend,0.750,VIR1073,$17.33,,,,,,,,,,,
Virginia,Shenandoah Valley,Jump Mountain,Jump Mountain Mountain Mist Rose,0.750,VIR1072,$13.99,,,,,,,,,,,
Virginia,Northern Virginia,Zephaniah Farm Vineyard,Zephaniah Adeline,0.750,VIR1032,$18.66,$18.00,$12.00,$12.00,3 Cases,,,,,,,
Virginia,Northern Virginia,Zephaniah Farm Vineyard,Zephaniah Cabernet Franc,0.750,VIR1030,$18.66,$18.00,$14.00,,,,,,,,,
Virginia,Northern Virginia,Zephaniah Farm Vineyard,Zephaniah Merlot,0.750,VIR1029,$23.33,,,,,,,,,,,
Virginia,Northern Virginia,Zephaniah Farm Vineyard,Zephaniah Rose,0.750,VIR1031,$16.67,$16.33,$10.00,$13.33,2+ Cases,$10.00,5+ cases,,,,,
Virginia,Northern Virginia,Zephaniah Farm Vineyard,Zephaniah Steamship White,0.750,VIR1028,$16.00,$15.49,$10.00,$14.33,Case 1,$12.00,3+ cases,,,,,
Virginia,Northern Virginia,Zephaniah Farm Vineyard,Zephaniah Three Captain's Red,0.750,VIR1027,$20.00,$19.49,$12.00,,,,,,,,,
Washington,Walla Walla,Armstrong Winery,Armstrong Bogie's Blend,0.750,WAS1012,$33.33,,,$26.67,Case 1 (2016 Vintage Only),,,Female Owned/Winemaker,,,,
Washington,Walla Walla,Armstrong Winery,Armstrong Columbia Valley Cabernet Sauvignon,0.750,WAS1010,$29.99,$28.99,,,,,,Female Owned/Winemaker,,,,
Washington,Walla Walla,Armstrong Winery,Armstrong Four Birds,0.750,WAS1009,$25.00,,,$19.99,Case 1 (2016 Vintage Only),,,Female Owned/Winemaker,,,,
Washington,Walla Walla,Armstrong Winery,Armstrong Fronk,0.750,WAS1013,$29.99,$28.99,,,,,,Female Owned/Winemaker,,,,
Washington,Walla Walla,Armstrong Winery,Armstrong Merlot,0.750,WAS1011,$33.33,,,$26.67,Case 1 (2016 Vintage Only),,,Female Owned/Winemaker,,,,
Washington,Walla Walla,Armstrong Winery,Armstrong Sally Mac Cabernet Sauvignon,0.750,WAS1031,$45.00,,,,,,,Female Owned/Winemaker,,,,
Washington,Walla Walla,Armstrong Winery,Armstrong Syrah,0.750,WAS1032,$30.00,,,$20.00,Case 1,$16.67,3+ cases,Female Owned/Winemaker,,,,
Washington,Yakima Valley,Cultura ,Cultura Merlot,0.750,WAS1024,$30.00,,,$25.00,Case 1 (2014 vintage only),$23.33,3 cases (2014 vintage only)- $21,,,10 cases (2014 vintage only),,
Washington,Yakima Valley,Sonder Wines,Sonder Field Blend,0.750,WAS1016,$15.99,$15.33,,,,$12.00,5+ cases (mix & match ok),Natural,,,,
Washington,Yakima Valley,Sonder Wines,Sonder Grenache Blanc,0.750,WAS1034,$14.67,13.99,,,,,,Natural,,,,
Washington,Yakima Valley,Sonder Wines,Sonder Mourvedre,0.750,WAS1017,$19.99,$18.99,,,,,,Natural,,,,
Washington,Yakima Valley,Sonder Wines,Sonder Orange,0.750,WAS1035,$14.67,13.99,$12.00,$12.00,5 Cases,,,Natural,,,,
Washington,Yakima Valley,Sonder Wines,Sonder Rose,0.750,WAS1015,$14.67,$13.99,,,,,,Natural,,,,
Washington,Yakima Valley,Sonder Wines,Sonder Roussanne,0.750,WAS1014,$15.99,$15.33,,,,,,Natural,,,,
Washington,Yakima Valley,Sonder Wines,Sonder Syrah,0.750,WAS1018,$19.99,$18.99,,,,,,Natural,,,,
Washington,Yakima Valley,Two Mountain,Two Mountain Brothers Cabernet Franc,0.750,WAS1029,$56.67,,,,,,,,,,,
Washington,Yakima Valley,Two Mountain,Two Mountain Brothers Cabernet Sauvignon,0.750,WAS1027,$56.67,,,,,,,,,,,
Washington,Yakima Valley,Two Mountain,Two Mountain Brothers Red Blend,0.750,WAS1028,$48.00,,,,,,,,,,,
Washington,Yakima Valley,Two Mountain,Two Mountain Brothers Syrah,0.750,WAS1040,$56.67,,,,,,,,,,,
Washington,Yakima Valley,Two Mountain,Two Mountain Cabernet Franc,0.750,WAS1007,$16.67,$15.33,$13.33,$14.00,3+ cases,,,,,,,
Washington,Yakima Valley,Two Mountain,Two Mountain Cabernet Sauvignon,0.750,WAS1005,$14.67,$13.99,$12.00,,,,,,,,,
Washington,Yakima Valley,Two Mountain,Two Mountain Chardonnay,0.750,WAS1004,$14.66,$13.99,$9.99,,,,,,,,,
Washington,Yakima Valley,Two Mountain,Two Mountain Hidden Horse Red,0.750,WAS1001,$11.33,$10.67,$9.99,$9.99,2+ cases,,,,,,,
Washington,Yakima Valley,Two Mountain,Two Mountain Merlot,0.750,WAS1006,$14.67,$13.99,$12.00,,,,,,,,,
Washington,Yakima Valley,Two Mountain,Two Mountain Pet Nat,0.750,WAS1033,$15.99,15.33,,,,,,,,,,
Washington,Yakima Valley,Two Mountain,Two Mountain RawnRose 4 Packs,0.250,WAS1021,$4.00,,,,,,,,,,,
Washington,Yakima Valley,Two Mountain,Two Mountain Riesling,0.750,WAS1002,$10.67,$9.99,$9.00,$9.00,3+ case drops,,,,,,,
Washington,Yakima Valley,Two Mountain,Two Mountain Rose,0.750,WAS1003,$9.99,$9.66,,,,,,,,,,
Washington,Yakima Valley,Two Mountain,Two Mountain Sauvignon Blanc,0.750,WAS1019,$11.33,,,,,,,,,,,
Washington,Yakima Valley,Two Mountain,Two Mountain Syrah,0.750,WAS1008,$14.67,13.99,,,,,,,,,,
Washington,Columbia Valley,Valdemar Estates,"Valdemar Estates ""Entre Nosotros"" Cabernet Sauvignon",0.750,WAS1037,$32.00,,$20.00,$20.00,24 bottles solid or mix and match ,,,Female Winemaker,,,,
Washington,Columbia Valley,Valdemar Estates,Valdemar Estates Columbia Valley Chardonnay,0.750,WAS1038,$30.00,,$20.00,$20.00,24 bottles solid or mix and match ,,,Female Winemaker,,,,
Washington,Columbia Valley,Valdemar Estates,Valdemar Estates Columbia Valley Roussanne,0.750,WAS1038,$30.00,,$20.00,$20.00,24 bottles solid or mix and match ,,,Female Winemaker,,,,
Washington,Walla Walla,Valdemar Estates,Valdemar Estates Walla Walla Cabernet Sauvignon,0.750,WAS1036,$49.99,,,,,,,Female Winemaker,,,,
Washington,Walla Walla,Valdemar Estates,Valdemar Estates Walla Walla Syrah,0.750,WAS1039,$36.67,,,,,,,Female Winemaker,,,,
