Origin,Region,Supplier,Item,Unit,SKU,Frontline WCB Price,Discount WCB Price,BTG- On Premise Only,Special Pricing 1,Terms,,,Female Owned,,,,
France,Burgundy,Domaine Borgeot,Domaine Borgeot Santenay 1er cru Les Gravieres Rouge,0.750,FRA1094,$36.67,,,,,,,,,,,
France,Burgundy,Domaine Borgeot,Domaine Borgeot Santenay Rouge Vieilles Vignes,0.750,FRA1085,$33.33,,,,,,,,,,,
France,Burgundy,Domaine Borgeot,Domaine Laurent Borgeot Bourgogne Blanc Monopole Clos de la Carbonade,0.750,FRA1059,$19.99,,,,,,,,,,,
France,Loire Valley,Domaine Boutet Saultier,Domaine Boutet Saultier Vouvray,0.750,FRA1064,$14.66,$13.99,,,,,,,,,,
France,Loire Valley,Domaine Carlin Pinson,Carlin Pinson Sancerre Blanc,0.750,FRA1148,$24.00,,,,,,,,,,,
France,Burgundy,Domaine Chevallier,Domaine Chevallier Chablis,0.750,FRA1140,$24.00,,,,,,,Female Winemaker,,,,
France,Burgundy,Domaine Chevallier,Domaine Chevallier Chablis 1er Cru Montmains,0.750,FRA1142,$39.99,,,,,,,Female Winemaker,,,,
France,Burgundy,Domaine Chevallier,Domaine Chevallier Chablis Cuvee Prestige,0.750,FRA1141,$25.33,,,,,,,Female Winemaker,,,,
France,Burgundy,Domaine Chevallier,Domaine Chevallier Petit Chablis,0.750,FRA1139,$22.66,,,,,,,Female Winemaker,,,,
France,Loire Valley,Domaine d'Avrille,Chateau d'Avrille Anjou Rouge,0.750,FRA1119,$11.99,$11.66,,,,,,,,,,
France,Loire Valley,Domaine d'Avrille,Chateau d'Avrille Chenin Blanc,0.750,FRA1120,$11.99,$11.66,,,,,,,,,,
France,Loire Valley,Domaine d'Avrille,Domaine d'Avrille Sauvignon Blanc,0.750,FRA1118,$10.67,$9.99,,,,,,,,,,
France,Vin de Pays Mediteranee,Domaine de Isle Saint Pierre,Isle Saint Pierre Rose,0.750,FRA1100,$9.99,$9.66,,,,,,,,,,
France,Burgundy,Domaine de la Denante,Domaine de la Denante Bourgogne Chardonnay,0.750,FRA1055,$15.99,,,,,,,,,,,
France,Burgundy,Domaine de la Denante,Domaine de la Denante Bourgogne Pinot Noir,0.750,FRA1056,$16.67,,,,,,,,,,,
France,Burgundy,Domaine de la Denante,Domaine de la Denante Macon La Roche Vineuse,0.750,FRA1102,$15.33,,,,,,,,,,,
France,Burgundy,Domaine de la Denante,Domaine de la Denante Saint Veran,0.750,FRA1101,$16.67,,,,,,,,,,,
France,Loire Valley,Domaine de la Fontainerie,Domaine de la Fontainerie Brut Nature,0.750,FRA1129,$19.99,,,,,,,Female Winemaker,,,,
France,Loire Valley,Domaine de la Fontainerie,Domaine de la Fontainerie Vouvray Sec,0.750,FRA1128,$14.66,,,,,,,Female Winemaker,,,,
France,Rhône Valley,Domaine Des Pasquiers,Pasquiers Cotes du Rhone Rouge,0.750,FRA1002,$9.99,$9.66,,no more vol. QD,,,,Organic,,,x,
France,Rhône Valley,Domaine Des Pasquiers,Pasquiers Gigondas,0.750,FRA1017,$25.33,$24.00,,,,,,Organic,,,,
France,Rhône Valley,Domaine Des Pasquiers,Pasquiers Plan de Dieu,0.750,FRA1001,$16.00,$15.33,$13.50,,,,,Organic,89 points (James Suckling),,x,
France,Rhône Valley,Domaine Des Pasquiers,Pasquiers Sablet Blanc,0.750,FRA1076,$16.00,$15.33,$13.50,,,,,Organic,90 points (James Suckling) 2022,,x,
France,Rhône Valley,Domaine Des Pasquiers,Pasquiers Sablet Rouge,0.750,FRA1000,$16.00,$15.33,$14.00,,,,,Organic,91 points (James Suckling) 2021,,x,
France,Rhône Valley,Maison Ogier,Maison Ogier Cotes du Rhone Rouge,0.750,FRA1193,$12.00,$11.49 1cs Solid,$10.00,$10.67,3cs Solid,,,,,,,
France,Rhône Valley,Maison Ogier,Maison Ogier Cotes du Rhone Blanc,0.750,FRA1194,$12.00,$11.49 1cs Solid,$10.67,$10.67,3cs Solid,,,,,,,
France,Rhône Valley,Maison Ogier,Maison Ogier Vacqueyras,0.750,FRA1195,$23.33,$22.66 1cs Solid,,$21.33,36 btl Brand mix and match,,,,,,,
France,Rhône Valley,Maison Ogier,Maison Ogier St. Joseph,0.750,FRA1196,$32.67,$31.33 1cs (6pk) Solid,,$29.99,36 btl Brand mix and match,,,,,,,
France,Beaujolais,Domaine des Perrelles,Domaine des Perrelles Moulin a Vent 375 ml,0.375,FRA1053,$10.67,$9.99,,,,,,Organic,,,,
France,Beaujolais,Domaine des Perrelles,Domaine des Perrelles Moulin a Vent 750 ml,0.750,FRA1052,$16.67,,,,,,,Organic,,,,
France,Loire Valley,Domaine des Rabichattes,Domaine des Rabichattes Pouilly Fume Chant de Cris,0.750,FRA1130,$18.66,,,,,,,,,,,
France,Chinon,Domaine du Fossile,Domaine du Fossile Rouge,0.750,FRA1161,$11.99,$11.33,,,,,,,,,,
France,Burgundy,Domaine du Vieux College,Domaine du Vieux College Bourgogne Aligote Traditionnel,0.750,FRA1096,$19.99,,,,,,,,,,,
France,Burgundy,Domaine du Vieux College,Domaine du Vieux College Fixin Rouge Les Champs des Charmes,0.750,FRA1099,$39.99,,,,,,,,,,,
France,Burgundy,Domaine du Vieux College,"Domaine du Vieux College Marsannay Blanc ""Les Vignes Marie""",0.750,FRA1097,$33.33,,,,,,,,,,,
France,Burgundy,Domaine du Vieux College,"Domaine du Vieux College Marsannay Rouge ""Les Recilles""",0.750,FRA1176,$33.33,,,,,,,,,,,
France,Burgundy,Domaine du Vieux College,Domaine du Vieux College Marsannay Rouge Les Favieres,0.750,FRA1098,$34.99,,,,,,,,,,,
France,Burgundy,Domaine Fevre,Domaine Fevre 1er Cru Chablis Fourcharme,0.750,FRA1115,$45.33,,,,,,,,,,,
France,Burgundy,Domaine Fevre,Domaine Fevre 1er Cru Chablis Vaulorent,0.750,FRA1116,$56.66,,,,,,,,93 Points James Suckling (2022),,,
France,Burgundy,Domaine Fevre,Domaine Fevre Chablis,0.750,FRA1054,$26.67,,,,,,,,,,,
France,Burgundy,Domaine Fevre,Domaine Fevre Grand Cru Les Preuses,0.750,FRA1117,$99.99,,,,,,,,94 Points James Suckling (2022),,,
France,Burgundy,Domaine Fevre,Domaine Fevre Petit Chablis,0.750,FRA1114,$23.33,,,,,,,,,,,
France,Chinon,EARL Patrick Lambert (Domaine du Fossile),Patrick Lambert Chinon L'Ame d'Antan,0.750,FRA1147,$23.33,$22.66,,,,,,,,,,
France,Chinon,EARL Patrick Lambert (Now Domaine du Fossile),Patrick Lambert Chinon Vielles Vignes,0.750,FRA1146,$13.33,$12.66,,,,,,,,,,
France,Bordeaux,Grateful Palate,French Belle (Bourbon Barrel Red),0.750,CAL1264,$15.33,$14.67,$11 (on premise only! 24 bottle minimum delivery),,,,,,,,,
France,Champagne,Grateful Palate,Good Lord Champagne,0.750,FRA1089,106.67,,,,,,,,,,,
France,Bordeaux,Jeff Welburn Selections,Chateau Haut Peyrillat,0.75,FRA1180,13.33,,,,,,,,,,,
France,Bordeaux,Jeff Welburn Selections,Chateau Lapinesse Sauternes,0.375,FRA1184,$17.33,$16.67,,,,,,,,,,
France,Bordeaux,Jeff Welburn Selections,Chateau Les Grands Sillons Pomerol,0.75,FRA1183,36,,,,,,,,,,,
France,Bordeaux,Jeff Welburn Selections,Reserve Grand Marchand Bordeaux Rouge,0.75,FRA1181,9.99,,,,,,,,,,,
France,Languedoc-Roussillon,La Domitienne,La Domitienne Carignan,0.750,FRA1079,$10.67,$10.33,,,,,,,,,,
France,Languedoc-Roussillon,La Domitienne,La Domitienne Picpoul,0.750,FRA1058,$10.67,,,,,,,,,,,
France,Languedoc-Roussillon,La Domitienne,La Domitienne Rose,0.750,FRA1057,$9.99,$9.66,,,,,,,,,,
France,Languedoc-Roussillon,Maison Ventenac,Ventenac Cuvee Marie,0.750,FRA1065,$9.33,8.99,,,,,,Natural/Low Sulfites,,,,
France,Languedoc-Roussillon,Maison Ventenac,Ventenac Cuvee Pierre,0.750,FRA1066,$9.99,9.66,,,,,,Natural/Low Sulfites,,,,
France,Languedoc-Roussillon,Maison Ventenac,Ventenac Cuvee Stephanie,0.750,FRA1068,$9.99,9.66,,,,,,Natural/Low Sulfites,,,,
France,Languedoc-Roussillon,Maison Ventenac,Ventenac Diane,0.750,FRA1076,$9.99,9.66,,,,,,Natural/Low Sulfites,,,,
France,Languedoc-Roussillon,Maison Ventenac,Ventenac L'Intrus,0.750,FRA1067,$11.99,11.33,,,,,,Natural/Low Sulfites,,,,
France,Loire Valley,Philippe Guerin,Philippe Guerin Melon de Bourgogne Orange,0.750,FRA1131,$14.66,,$13.33,,,,,,,,,
France,Loire Valley,Philippe Guerin,Philippe Guerin Muscadet Sevre et Maine sur Lie,0.750,FRA1132,$11.99,11.66,,,,,,,,,,
France,Cotes de Provence,Ramatuelle,Tibouren Rose ,0.750,FRA1104,$14.99,$14.66,,,,,,,,,,
France,Bordeaux,Vieux Chateau Flouquet,"Vieux Château Flouquet, St Emilion ",0.750,FRA1004,$16.00,$15.33,$14.00,,,,,,,,,
France,Bordeaux,Vieux Chateau Flouquet,"Vieux Château Flouquet, St Emilion Grand Cru",0.750,FRA1005,$21.33,$19.99,,,,,,,,,,
France,Loire Valley,Villevert,Philippe Guerin Muscadet Sevre et Maine sur Lie,0.750,FRA1165,11.99,11.66,,,,,,,,,,
France,Alsace,Vins Mosbach,Mosbach Cremant,0.750,FRA1011,$18.66,$16.67,$15.00,$13.00 120 + bottles ,120+ bottles,,,,,,,
France,Alsace,Vins Mosbach,Mosbach Cremant Rose,0.750,FRA1012,$19.99,$18.66,$16.00,,,,,,,,,
France,Alsace,Vins Mosbach,Mosbach Gewurztraminer Tradition ,0.750,FRA1014,$14.33,$13.33,$12.00,,,,,,,,,
France,Alsace,Vins Mosbach,Mosbach Riesling Cuvee Individual ,0.750,FRA1013,$14.33,$13.33,$12.00,$12.00,24+ bottles,,,,,,,
Germany,Baden,Ocean South,Nagelsforst Bergliebe Riesling,0.750,GER1001,13.33,,,,,,,,,,,
Gift Box,Ribera del Duero,Abadia de Acon,6 Bottle Wooden Gift Box for Abadia de Acon,0.750,BOX1001,$6.00,,,,,,,,,,,
Gift Box,Rioja,Bodegas Riojanas,1 Bottle Wooden Gift Box for Monte Real Gran Reserva 1998,0.750,BOX1002,$20.00,,,,,,,,,,,
Greece,Dοuramani,Nikolaou Estate,Nikolaou Kydonitsa,0.750,GRE1001,$21.99,$19.99,,,,,,Organic,,,,
Greece,Koutsi,Nikolaou Estate,Nikolaou Nemea,0.750,GRE1003,$29.99,$27.99,,,,,,Organic,,,,
Greece,Nemea,Nikolaou Estate,Nikolaou Mirage,0.750,GRE1004,$23.99,$21.99,,,,,,Organic,,,,
Greece,Palaiopyrgos of Mantineia,Nikolaou Estate,Nikolaou Moschofilero,0.750,GRE1002,$23.99,$21.99,,,,,,Organic,,,,
Italian,Friuli,Angoris,Angoris Schioppettino (DC & MD ONLY),0.750,ITA1139,$19.99,$19.33,,,,,,,,,,
Italian,Friuli,Angoris,Angoris Villa Locatelli Cabernet Franc (DC & MD ONLY),0.750,ITA1140,$14.66,$13.33,,,,,,,,,,
Italian,Friuli,Angoris,Angoris Villa Locatelli Pinot Grigio (DC & MD ONLY),0.750,ITA1138,$14.66,$13.33,,,,,,,,,,
Italian,Treviso,Antonio Facchin,Antonio Facchin Pinot Grigio Marca Trevigiana,0.750,ITA1001,$9.33,$8.66,$7.50,$8.33,36+ bottles,$7.50,60+ bottles,,,,,
Italian,Treviso,Antonio Facchin,Antonio Facchin Prosecco Brut,0.750,ITA1066,$9.99,$9.66,$8.33,$8.33,60+ bottles,,,,,,,
Italian,Treviso,Antonio Facchin,Antonio Facchin Prosecco Extra Dry  ,0.750,ITA1003,$9.99,$9.66,$8.33,$8.33,60+ bottles,$8.00,120+ bottles,,,,,
Italian,Treviso,Antonio Facchin,Antonio Facchin Prosecco Extra Dry 187 ml,0.187,ITA1083,$3.33,,,$2.99,3 cases solid,,,,,,,
Italian,Treviso,Antonio Facchin,Antonio Facchin Prosecco Screwcap (Extra Dry),0.750,ITA1067,$9.33,$8.99,$8.33,$8.33,60+ bottles,$7.50,120+ bottles ON PREMISE (solid screwcap only),,,,,
Italian,Treviso,Antonio Facchin,Antonio Facchin Rosato Prosecco,0.750,ITA1002,$9.99,$9.66,$8.33,$8.33,60+ bottles,$8.00,120+ bottles,,,,,
Italian,Veneto,Ventura Selections,Fortezza di Ventura Prosecco,0.750,ITA1158,$9.99,$9.66,$8.33,$8.33,36+ bottles,$8.00,120+ bottles,,,,,
Italian,Piemonte ,Aresca ,Aresca Fiore Cortese,0.750,ITA1077,$9.99,$9.66,,,,,,,,,,
Italian,Piemonte ,Aresca ,Aresca Fiore d'Atunno,0.750,ITA1035,$9.99,$9.49,$8.00,$8.00,2+ cases,,,,,,,
Italian,Piemonte ,Aresca ,Bronzino Moscato d'Asti,0.750,ITA1156,$9.99,$9.49,$8.00,$8.00,2+ cases,,,,,,,
Italian,Piemonte ,Aresca ,Bronzino Cortese Dell'Alto Monferrato,0.750,ITA1159,,,,,,,,,,,,
Italian,Piemonte ,Aresca ,Bronzino La Moretta Barbera d'Asti,0.750,ITA1160,,,,,,,,,,,,
Italian,Piemonte ,Aresca ,Bronzino Venere Dolcetto di Ovada,0.750,ITA1161,,,,,,,,,,,,
Italian,Veneto,Azienda Agricola Costantino,Crosarola Amarone,0.750,ITA1037,$36.67,,$25.00,,,,,,,,,
Italian,Veneto,Azienda Agricola Crosarola,Crosarola Superiore,0.750,ITA1065,$9.33,$8.99,,,,,,,,,,
Italian,Véneto,Azienda Agricola Crosorola,Crosorola Ripasso,0.750,ITA1036,$13.99,$13.33,$13.00,$13.00,18+ bottles,$12.66,36+ bottles,,,,,
Italian,Montefalco,Cantina Fratelli Pardi,Cantina Fratelli Pardi Montefalco Grechetto,0.75,ITA1155,$11.99,$11.49,,,,,,,,,,
Italian,Montefalco,Cantina Fratelli Pardi,Cantina Fratelli Pardi Montefalco Rosso,0.75,ITA1144,$13.33,$12.66,,,,,,,90 Points Vinous (2022),,,
Italian,Montefalco,Cantina Fratelli Pardi,Cantina Fratelli Pardi Sacrantino,0.75,ITA1143,$39.99,37.99,,,,,,,,,,
Italian,Montefalco,Cantina Fratelli Pardi,Cantina Fratelli Pardi Sagrantino di Montefalco,0.75,ITA1142,$29.99,28.49,,,,,,,91 Points Vinous (2020),,,
Italian,Spoleto,Cantina Fratelli Pardi,Cantina Fratelli Pardi Spoletino,0.75,ITA1145,$23.33,22.66,,,,,,,,,,
Italian,Spoleto,Cantina Fratelli Pardi,Cantina Fratelli Pardi Spoleto Trebbiano Spoletino,0.75,ITA1157,$13.33,$12.66,,,,,,,,,,
Italian,Emilia-Romagna ,Cantine Bonelli,Bonelli  Malvasia Frizzante Sweet,0.750,ITA1008,$9.33,$8.99,$7.99,,,,,,,,,
Italian,Emilia-Romagna ,Cantine Bonelli,Bonelli Bonarda Frizzante Semi Sweet ,0.750,ITA1009,$8.66,$8.33,$7.99,$7.49,3+ cases,,,,,,x,
Italian,Emilia-Romagna ,Cantine Bonelli,Bonelli Bonarda Secco,0.750,ITA1043,$9.99,$9.49,$8.99,$8.49,3+ cases,,,,,,x,
Italian,Emilia-Romagna ,Cantine Bonelli,Bonelli Malvasia Frizzante Amabile Semi Sweet,0.750,ITA1010,$8.66,$8.33,$7.99,$7.49,3+ cases,,,,,,x,
Italian,Emilia-Romagna ,Cantine Bonelli,La Madre Terra Pinot Nero,0.750,ITA1040,$10.67,$10.33,$9.99,$9.99,3+ cases,$8.49,5+ cases,,,,x,
Italian,Sicily,Cantine Madaudo,Barone Di Bernaj Cabernet Sauvignon Terre Siciliane,0.750,ITA1007,$7.99,$7.33,$6.33,$6.00,5+ cases,,,,,,,
Italian,Sicily,Cantine Madaudo,Barone Di Bernaj Nero D'Avola / Syrah Terre Siciliane,0.750,ITA1006,$7.99,$7.33,$6.33,$6.00,5+ cases,,,,,,,
Italian,Sicily,Cantine Madaudo,Barone Di Bernaj Nero D'Avola Terre Siciliane,0.750,ITA1004,$7.99,$7.33,$6.33,$6.00,5+ cases,,,,,,,
Italian,Piemonte ,Collina San Ponzio,Collina San Ponzio Arneis,0.750,ITA1032,$11.33,$10.67,$9.99,$9.99,3+ cases,$9.33,10+ cases,,,,x,
Italian,Piemonte ,Collina San Ponzio,Collina San Ponzio Barbera D'Alba ,0.750,ITA1014,$10.67,$9.99,$9.00,$9.00,3+ cases,$8.00,5+ cases,,,,x,
Italian,Piemonte ,Collina San Ponzio,Collina San Ponzio Barolo,0.750,ITA1038,$26.67,,$18.00,,,,,,,,,
Italian,Piemonte ,Collina San Ponzio,Collina San Ponzio Dolcetto D'Alba ,0.750,ITA1012,$9.99,$9.49,$8.66,,,,,,,,,
Italian,Piemonte ,Collina San Ponzio,Collina San Ponzio Nebbiolo D'Alba,0.750,ITA1013,$13.33,$12.66,$12.00,,,,,,,,,
Italian,Corsica,Domaine Casanova,Casanova IGP Corsica Vermentino (KeyKeg),20.000,KEG1005,$195.00,,,,,,,,,,,
Italian,Tuscany,Famiglia Mate,Mate Brunello di Montalcino,0.750,ITA1102,$56.67,,,,,,,,95 Points Wine Spectator (2018),,,
Italian,Tuscany,Famiglia Mate,Mate Cabernet Sauvignon,0.750,ITA1101,$43.33,,,,,,,,,,,
Italian,Tuscany,Famiglia Mate,Mate Merlot,0.750,ITA1100,$29.99,,,,,,,,,,,
Italian,Abruzzo,Farmers Market,Farmers Market Italian Red,0.750,ITA1116,$8.66,,,,,,,,,,,x
Italian,Abruzzo,Farmers Market,Farmers Market Italian White,0.750,ITA1115,$8.66,,,,,,,,,,,x
Italian,Veneto,Fernanda Cappello,Fernanda Capello Chardonnay,0.750,ITA1029,$9.99,$9.66,$9.00,$7.00,3+ cases,,,Female Owned,,,,
Italian,Veneto,Fernanda Cappello,Fernanda Capello Friuli Grave Pinot Grigio,0.750,ITA1018,$9.99,$9.33,$9.00,$9.00,3+ cases,,,Female Owned,,,,
Italian,Veneto,Fernanda Cappello,Fernanda Capello Prosecco Brut,0.750,ITA1039,$10.33,$9.99,$9.00,$9.00,36+ bottles,$8.00,120+ bottles,Female Owned,,,,
Italian,Veneto,Fernanda Cappello,Fernanda Capello Prosecco Extra Dry  ,0.750,ITA1019,$10.67,$9.99,$9.00,$9.00,36+ bottles,$8.00,120+ bottles,Female Owned,,,,
Italian,Tuscany,Frascole,Frascole Chianti Rufina ,0.750,ITA1021,$14.00,$13.66,$13.00,$13.00,2+ cases,,,Organic,,,,
Italian,Tuscany,Frascole,Frascole Chianti Rufina Riserva ,0.750,ITA1022,$23.33,$22.67,,,,,,Organic,,,,
Italian,Tuscany,Frascole,Frascole Toscana Rosso Bitornino ,0.750,ITA1020,$10.67,$9.99,$7.25,,,,,Organic,,,,
Italian,Emilia-Romagna ,Gavioli,Gavioli Lambrusco Classic Method Brut,0.750,ITA1120,$24.00,,,,,,,,,,,
Italian,Emilia-Romagna ,Gavioli,Gavioli Lambrusco Emilia Semisweet,0.750,ITA1118,$7.99,$7.33,,,,,,,,,,
Italian,Emilia-Romagna ,Gavioli,Gavioli Lambrusco Sorbara DOC Dry,0.750,ITA1119,$9.99,$9.49,,,,,,,,,,
Italian,Piemonte,Harmino (Kosher),Harmino Wave Sparkling Rose Mevushal,0.750,ITA1129,$12.25,,,,,,,,,,,
Italian,Piemonte ,Harmino (Kosher),Harmino Mango Mevushal,0.750,ITA1127,$10.00,,,,,,,,,,,x
Italian,Piemonte ,Harmino (Kosher),Harmino Moscato Mevushal,0.750,ITA1125,$10.00,,,,,,,,,,,x
Italian,Piemonte ,Harmino (Kosher),Harmino Moscato Rose Mevushal,0.750,ITA1126,$10.00,,,,,,,,,,,x
Italian,Piemonte ,Harmino (Kosher),Harmino Peach Mevushal ,0.750,ITA1128,$10.00,,,,,,,,,,,
Italian,Piemonte ,Harmino (Kosher),Harmino Wave Sparkling Peach Mevushal,0.750,ITA1130,$12.25,,,,,,,,,,,
Italian,Veneto,Inversa,Inversa Bergamot & Sicilian Lemons,0.250,ITA1089,$2.84,,,,,,,,,,,x
Italian,Veneto,Inversa,Inversa Morello Cherry,0.250,ITA1090,$2.84,,,,,,,,,,,x
Italian,Veneto,Inversa,Inversa Peach & Basil,0.250,ITA1091,$2.84,,,,,,,,,,,x
Italian,Piemonte,Mauro Molino,Mauro Molino Arneis,0.750,ITA1072,$14.99,$14.33,,,,,,,,,x,
Italian,Piemonte,Mauro Molino,Mauro Molino Barbera ,0.750,ITA1025,$11.99,$11.49,$11.49,$10.00,36+ bottles,,,,,,x,
Italian,Piemonte,Mauro Molino,Mauro Molino Barolo,0.750,ITA1026,$36.67,,,,,,,,,,x,
Italian,Piemonte,Mauro Molino,Mauro Molino Barolo 375,0.375,ITA1044,$22.00,,,,,,,,,,x,
Italian,Piemonte,Mauro Molino,Mauro Molino Barolo Bricco Luciani,0.750,ITA1030,$49.99,,,,,,,,95 Points James Suckling (2020),,x,
Italian,Piemonte,Mauro Molino,Mauro Molino Barolo Conca,0.750,ITA1031,$79.99,,,,,,,,95 Points James Suckling (2020),,x,
Italian,Piemonte,Mauro Molino,Mauro Molino Barolo Gallinotto,0.750,ITA1027,$43.33,,,,,,,,,,x,
Italian,Piemonte,Mauro Molino,Mauro Molino Dolcetto D'Alba,0.750,ITA1023,$11.99,$11.49,$11.00,$10.00,36+ bottles,,,,,,x,
Italian,Piemonte,Mauro Molino,Mauro Molino Leradici  ,0.750,ITA1034,$14.66,$13.99,$13.00,,,,,,,,x,
Italian,Piemonte,Mauro Molino,Mauro Molino Nebbiolo,0.750,ITA1024,$15.33,$14.67,$14.00,,,,,,,,x,
Italian,Montalcino,Poggio Scudieri by Sensi,Poggio Scudieri Brunello,0.750,ITA1153,$36.67,$35.99,,,,,,,,,,
Italian,Montalcino,Poggio Scudieri by Sensi,Poggio Scudieri Chianti Classico Riserva,0.750,ITA1151,$13.33,$12.66,,,,,,,,,,
Italian,Montalcino,Poggio Scudieri by Sensi,Poggio Scudieri Chianti DOCG,0.750,ITA1152,$11.99,$11.49,,,,,,,,,,
Italian,Montalcino,Poggio Scudieri by Sensi,Poggio Scudieri Rosso di Montalcino,0.750,ITA1154,$23.33,$22.66,,,,,,,,,,
Italian,Friuli,Scarpetta (Northern VA Only),Frico Bianco IGT Venezie,0.750,ITA1105,$9.33,$8.66,,$8.66,1+ case,$7.66,3+ cases in brand,,,,,
Italian,Friuli,Scarpetta (Northern VA Only),Frico Frizzante Cans IGT Venezie Cans,0.250,ITA1107,$2.33,,,$2.00,3+ cases in brand,,,,,,,
Italian,Friuli,Scarpetta (Northern VA Only),Frico Lambrusco Cans IGT Emilia,0.250,ITA1108,$2.33,,,$2.00,3+ cases in brand,,,,,,,
Italian,Friuli,Scarpetta (Northern VA Only),Frico Rosso Sangiovese,0.750,ITA1110,$2.33,,,$2.00,3+ cases,,,,,,,
Italian,Friuli,Scarpetta (Northern VA Only),Frico Sangiovese IGT Toscana,0.750,ITA1106,$9.33,$8.66,,,,$7.66,3+ cases in brand,,,,,
Italian,Friuli,Scarpetta (Northern VA Only),Scarpetta Pinot Grigio DOC Friuli,0.750,ITA1104,$11.33,$10.66,$10.49,$10.66,1+ case,$10.49,3+ cases in brand,,,,,
Italian,Friuli,Scarpetta (Northern VA Only),Scarpetta Prosecco Brut DOC,0.750,ITA1103,$11.33,$10.66,,$10.49,1+ case,$10.49,3+ cases in brand,,,,,
Italian,Friuli,Scarpetta (Northern VA Only),Scarpetta Timido Brut Rose,0.750,ITA1109,$11.33,$10.66,$10.49,$10.49,1+ case,$10.49,3+ cases in brand,,,,,
Italian,Sicily,Tenuta Orestiadi,Tenute Orestiadi Catarratto ,0.750,ITA1137,$19.99,,,,,,,Organic,,,,
Italian,Sicily,Tenuta Orestiadi,Tenute Orestiadi Grillo Organic ,0.750,ITA1135,$11.33,,,,,,,Organic,,,,
Italian,Sicily,Tenuta Orestiadi,Tenute Orestiadi Il Rosso di Ludovico ,0.750,ITA1136,$19.99,,,,,,,Organic,,,,
Italian,Sicily,Tenuta Orestiadi,Tenute Orestiadi Nero d'Avola Organic ,0.750,ITA1133,$11.33,,,,,,,Organic,,,,
Italian,Sicily,Tenuta Orestiadi,Tenute Orestiadi Pinot Grigio Organic ,0.750,ITA1134,$11.33,,8.99 (10 case drops),,,,,Organic,,,,
Italian,Abruzzo,Tenuta Talamonti,Colle Corviano Cerasuolo Rose,0.750,ITA1081,$7.99,$7.49,,$7.15,10+ cases within the brand or 3 Solid per Item),,,,,,,
Italian,Abruzzo,Tenuta Talamonti,Colle Corviano Chardonnay,0.750,ITA1082,$9.33,,,,,,,,,,,
Italian,Abruzzo,Tenuta Talamonti,Colle Corviano Montepulciano d'Abruzzo,0.750,ITA1049,$7.99,$7.49,,$7.15,10+ cases within the brand or 3 Solid per Item),,,,,,,
Italian,Abruzzo,Tenuta Talamonti,Colle Corviano Pecorino,0.750,ITA1058,$11.33,$10.67,,,,,,,,,,
Italian,Abruzzo,Tenuta Talamonti,Colle Corviano Sangiovese,0.750,ITA1068,$7.99,$7.49,,$7.15,10+ cases within the brand,,,,,,,
Italian,Abruzzo,Tenuta Talamonti,Colle Corviano Trebbiano d'Abruzzo,0.750,ITA1057,$7.99,$7.49,,$7.15,10+ cases within the brand or 3 Solid per Item),,,,,,,
Italian,Sicily,Terra Dives,Terra Dives Catarratto,0.750,ITA1150,$11.99,$11.33,,,,,,,,,,
Italian,Sicily,Terra Dives,Terra Dives Cece Rosso IGT ,0.750,ITA1086,$8.66,$7.99,,,,,,,,,,
Italian,Sicily,Terra Dives,Terra Dives Evia Grillo,0.750,ITA1084,$11.99,$11.33,,,,,,,,,,
Italian,Sicily,Terra Dives,Terra Dives Riah Nero d'Avola,0.750,ITA1085,$11.99,$11.33,,,,,,,,,,
Italian,Piemonte,Vivino,Primo Bacio Semi-Sweet Red,0.750,ITA1059,$7.33,$6.67,,,,,,,,,,
Italian,Veneto,Vivino,Famiglia Boron Pinot Grigio,0.750,ITA1060,$9.66,$9.00,,,,,,,,,,
Italian,Veneto,,Well Crafted Prosecco (KeyKeg),20.000,KEG1011,$155.00,,,,,,,,,,,
Italy,Puglia,Giustini,Areale Primitivo di Manduria,0.75,ITA1099,$14.66,13.99,,,,,,,,,,
Italy,Puglia,Giustini,Avoglia Fiano,0.75,ITA1092,$9.99,9.66,,,,,,,,,,
Italy,Puglia,Giustini,Avoglia Negroamaro,0.75,ITA1094,$9.99,9.66,,,,,,,,,,
Italy,Puglia,Giustini,Avoglia Primitivo,0.75,ITA1095,$9.99,9.66,,,,,,,,,,
Italy,Puglia,Giustini,Avoglia Susumaniello,0.75,ITA1093,$9.99,9.66,,,,,,,,,,
Italy,Puglia,Giustini,Costiero Rose,0.75,ITA1117,$13.33,12.66,,,,,,,,,,
Italy,Puglia,Giustini,Illuminato Fiano,0.75,ITA1096,$11.99,11.66,,,,,,,,,,
Italy,Puglia,Giustini,Patu Primitivo,0.75,ITA1098,$13.33,12.99,,,,,,,,,,
Italy,Puglia,Giustini,Vecchio Sogno Negroamaro,0.75,ITA1097,$13.33,12.99,,,,,,,,,,
Italy,,,Well Crafted Freschissimo Bianco Frizzante,20.000,KEG1011,$163.00,,,,,,,,,,,
KEG,Spain,Tapwines,Well Crafted Sangria (KeyKeg),20.000,KEG1006,$145.00,,,,,,,,,,,
KEG,,Tapwines,Tapwines Sparkling Rose  (KeyKeg),20.000,KEG1003,$135.00,,,,,,,,,,,
KEG,,Tapwines,Tapwines Sparkling White (KeyKeg),20.000,KEG1002,$135.00,,,,,,,,,,,
