Warehouse,Account,Item number,Item type,Supplier,Category,Brand,Name,Batch,SKU,Vintage,Style,Colour,Varieties,Cases,Items per case,Unit quantity,Unit,Barrel or tank,Liters,Unit COGS,COGS,Pending orders (cases),Pending orders (unit quantity),Pending goods received (cases),Pending goods received (unit quantity),Warehouse Location
Warrenton,Well Crafted Wine & Beverage Co.,23876,Wine,Jeff Welburn Selections,French,Domaine Borgeot,Bourgogne Pinot Noir,,FRA1095,2022,,,,1.92,12,23,750 ml,,17.25,0,0,0,0,0,0,15-E2
Warrenton,Well Crafted Wine & Beverage Co.,20173,Wine,Jeff Welburn Selections,French,Domaine Borgeot,Bouzeron Les Tournelles,,FRA1090,2021,,,,3.92,12,47,750 ml,,35.25,0,0,0,0,0,0,20-C2
Warrenton,Well Crafted Wine & Beverage Co.,29156,Wine,Jeff Welburn Selections,French,Domaine Borgeot,Puligny Montrachet Les Meix,,FRA1093,2023,,,,2.83,12,34,750 ml,,25.5,0,0,0,0,0,0,15-G2
Warrenton,Well Crafted Wine & Beverage Co.,24561,Wine,Jeff Welburn Selections,French,Domaine Borgeot,Santenay Rouge Vieilles Vignes,,FRA1085,2021,,,,1.08,12,13,750 ml,,9.75,0,0,-0.08,-1,0,0,15-E2
Warrenton,Well Crafted Wine & Beverage Co.,25539,Wine,Jeff Welburn Selections,French,Domaine Boutet,Saulnier Vouvray,,FRA1064,2023,,,,7.42,12,89,750 ml,,66.75,0,0,0,0,0,0,15-I1
Warrenton,Well Crafted Wine & Beverage Co.,24250,Wine,Domaine Chevallier,French,Domaine Chevallier,Chablis,,FRA1140,2022,Still,White,Chardonnay,0.17,6,1,750 ml,,0.75,0,0,0,0,0,0,14-C2
Warrenton,Well Crafted Wine & Beverage Co.,29454,Wine,Domaine Chevallier,French,Domaine Chevallier,Chablis,,FRA1140,2024,Still,White,Chardonnay,96.83,6,581,750 ml,,435.75,0,0,0,0,0,0,15-H1 / 14-C3
Warrenton,Well Crafted Wine & Beverage Co.,24247,Wine,Domaine Chevallier,French,Domaine Chevallier,Chablis 1er Cru Montmains,,FRA1142,2022,Still,White,Chardonnay,14,6,84,750 ml,,63,0,0,-1.17,-7,0,0,20-E2
Warrenton,Well Crafted Wine & Beverage Co.,24248,Wine,Domaine Chevallier,French,Domaine Chevallier,Cuvee Prestige,,FRA1141,2022,Still,White,Chardonnay,16.17,6,97,750 ml,,72.75,0,0,0,0,0,0,20-D2
Warrenton,Well Crafted Wine & Beverage Co.,24249,Wine,Domaine Chevallier,French,Domaine Chevallier,Petit Chablis,,FRA1139,2022,Still,White,Chardonnay,5.17,6,31,750 ml,,23.25,0,0,-0.17,-1,0,0,20-C2
Warrenton,Well Crafted Wine & Beverage Co.,29455,Wine,Domaine Chevallier,French,Domaine Chevallier,Petit Chablis,,FRA1139,2023,Still,White,Chardonnay,20,6,120,750 ml,,90,0,0,0,0,0,0,20-C2
Warrenton,Well Crafted Wine & Beverage Co.,22321,Wine,Villevert,French,,Domaine d'Avrille Anjou Blanc,,FRA1120,2022,,,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,19-A3
Warrenton,Well Crafted Wine & Beverage Co.,25472,Wine,Villevert,French,,Domaine d'Avrille Anjou Blanc,,FRA1120,2023,,,,7.17,12,86,750 ml,,64.5,0,0,0,0,0,0,15-D1
Warrenton,Well Crafted Wine & Beverage Co.,24765,Wine,Villevert,French,,Domaine d'Avrille Anjou Rouge,,FRA1119,2023,,,,71.08,12,853,750 ml,,639.75,0,0,0,0,0,0,15-E1 / 14-F2 / 15-F3 / 14-E3
Warrenton,Well Crafted Wine & Beverage Co.,24764,Wine,Villevert,French,,Domaine d'Avrille Sauvignon Blanc,,FRA1118,2023,,,,81.17,12,974,750 ml,,730.5,0,0,0,0,0,0,15-H1 / 14-E3
Warrenton,Well Crafted Wine & Beverage Co.,20728,Wine,Cordier,French,Domaine de Bellene,Savigny Les Beaune Blanc,,FRA1112,2020,,,,3,6,18,750 ml,,13.5,0,0,0,0,0,0,15-D2
Warrenton,Well Crafted Wine & Beverage Co.,19578,Wine,Jeff Welburn Selections,French,Domaine de la Denante,Bourgogne Chardonnay,,FRA1055,2021,,,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,19-A3
Warrenton,Well Crafted Wine & Beverage Co.,21683,Wine,Jeff Welburn Selections,French,Domaine de la Denante,Bourgogne Chardonnay,,FRA1055,2022,,,,0.83,12,10,750 ml,,7.5,0,0,-0.83,-10,0,0,15-G1
Warrenton,Well Crafted Wine & Beverage Co.,29155,Wine,Jeff Welburn Selections,French,Domaine de la Denante,Bourgogne Chardonnay,,FRA1055,2023,,,,3.42,12,41,750 ml,,30.75,0,0,-3.5,-42,0,0,15-G1
Warrenton,Well Crafted Wine & Beverage Co.,28603,Wine,Jeff Welburn Selections,French,Domaine de la Denante,Bourgogne Pinot Noir,,FRA1056,2023,,,,11.17,12,134,750 ml,,100.5,0,0,-11.08,-133,0,0,14-H1
Warrenton,Well Crafted Wine & Beverage Co.,20170,Wine,Jeff Welburn Selections,French,Domaine de la Denante,Macon La Roche Vineuse Chardonnay,,FRA1102,2021,,,,0.25,12,3,750 ml,,2.25,0,0,0,0,0,0,19-A3
Warrenton,Well Crafted Wine & Beverage Co.,23385,Wine,Jeff Welburn Selections,French,Domaine de la Denante,Macon La Roche Vineuse Chardonnay,,FRA1102,2022,,,,0.67,12,8,750 ml,,6,0,0,0,0,0,0,20-C2
Warrenton,Well Crafted Wine & Beverage Co.,28081,Wine,Jeff Welburn Selections,French,Domaine de la Denante,Macon La Roche Vineuse Chardonnay,,FRA1102,2023,,,,2.25,12,27,750 ml,,20.25,0,0,0,0,0,0,20-C2
Warrenton,Well Crafted Wine & Beverage Co.,24563,Wine,Jeff Welburn Selections,French,Domaine de la Denante,Saint Veran,,FRA1101,2022,,,,0.33,12,4,750 ml,,3,0,0,0,0,0,0,19-A3
Warrenton,Well Crafted Wine & Beverage Co.,28080,Wine,Jeff Welburn Selections,French,Domaine de la Denante,Saint Veran,,FRA1101,2023,,,,17.58,12,211,750 ml,,158.25,0,0,-0.17,-2,0,0,20-A2 / 20-A1
Warrenton,Well Crafted Wine & Beverage Co.,23877,Wine,Villevert,French,Domaine de la Fontainnerie,Vouvray Sec,,FRA1128,2022,,,,38.17,12,458,750 ml,,343.5,0,0,-1,-12,0,0,15-D1 / 14-C3
Warrenton,Well Crafted Wine & Beverage Co.,23791,Wine,Villevert,French,Domaine de la Fontainnerie,Vouvray Sparkling,,FRA1129,,,,,13.17,12,158,750 ml,,118.5,0,0,0,0,0,0,15-C1
Warrenton,Well Crafted Wine & Beverage Co.,20491,Wine,Tapwines.com,French,Domaine de la Villaudiere,Charme de Loire Sauvignon Blanc,,FRA1105,2021,Still,White,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,19-A3
Warrenton,Well Crafted Wine & Beverage Co.,19184,Wine,Chateau Haut Maco,French,,Domaine de Lilotte,,FRA1088,2021,,,,30.42,12,365,750 ml,,273.75,0,0,-0.25,-3,0,0,15-I2 / 15-H3
Warrenton,Well Crafted Wine & Beverage Co.,19260,Wine,Jeff Welburn Selections,French,Domaine des Perrelles,Moulin a Vent,,FRA1052,2020,Still,Red,Gamay,0.17,12,2,750 ml,,1.5,0,0,0,0,0,0,15-G2
Warrenton,Well Crafted Wine & Beverage Co.,24564,Wine,Jeff Welburn Selections,French,Domaine des Perrelles,Moulin a Vent,,FRA1052,2021,Still,Red,Gamay,0.17,12,2,750 ml,,1.5,0,0,0,0,0,0,18-A5
Warrenton,Well Crafted Wine & Beverage Co.,28601,Wine,Jeff Welburn Selections,French,Domaine des Perrelles,Moulin a Vent,,FRA1052,2023,Still,Red,Gamay,13.33,12,160,750 ml,,120,0,0,-0.25,-3,0,0,15-G1
Warrenton,Well Crafted Wine & Beverage Co.,24772,Wine,Domaine Du Fossile,French,Domaine Du Fossile,Rouge,,FRA1161,2023,,,,75.67,12,908,750 ml,,681,0,0,-0.08,-1,0,0,15-E1 / 15-E3 / 19-F1
Warrenton,Well Crafted Wine & Beverage Co.,15048,Wine,Ocean South,French,Domaine du Joncier,iCI,,FRA1071,2017,Still,,"Garnacha, Syrah, Carignan",1.83,12,22,750 ml,,16.5,0,0,0,0,0,0,15-G2
Warrenton,Well Crafted Wine & Beverage Co.,15191,Wine,Ocean South,French,Domaine du Joncier,Regard,,FRA1075,2016,,,,0.58,12,7,750 ml,,5.25,0,0,0,0,0,0,15-G2
Warrenton,Well Crafted Wine & Beverage Co.,25334,Wine,Jeff Welburn Selections,French,Domaine du Vieux College,"Marsannay Rouge ""Les Recilles""",,FRA1176,2021,,,,2,12,24,750 ml,,18,0,0,-0.08,-1,0,0,14-I2
Warrenton,Well Crafted Wine & Beverage Co.,24559,Wine,Jeff Welburn Selections,French,Domaine du Vieux,College Bourgogne Aligote Traditionnel,,FRA1096,2022,,,,2.08,12,25,750 ml,,18.75,0,0,0,0,0,0,15-C2
Warrenton,Well Crafted Wine & Beverage Co.,24560,Wine,Jeff Welburn Selections,French,Domaine du Vieux,College Fixin Rouge Les Champs des Charmes,,FRA1099,2021,,,,0.17,12,2,750 ml,,1.5,0,0,0,0,0,0,15-G2
Warrenton,Well Crafted Wine & Beverage Co.,25538,Wine,Jeff Welburn Selections,French,Domaine du Vieux,College Fixin Rouge Les Champs des Charmes,,FRA1099,2022,,,,0.5,12,6,750 ml,,4.5,0,0,0,0,0,0,15-G2
Warrenton,Well Crafted Wine & Beverage Co.,20171,Wine,Jeff Welburn Selections,French,Domaine du Vieux,"College Marsannay Blanc ""Les Vignes Marie""",,FRA1097,2020,,,,0.42,12,5,750 ml,,3.75,0,0,0,0,0,0,15-C2
Warrenton,Well Crafted Wine & Beverage Co.,28082,Wine,Jeff Welburn Selections,French,Domaine du Vieux,"College Marsannay Blanc ""Les Vignes Marie""",,FRA1097,2021,,,,1.5,12,18,750 ml,,13.5,0,0,0,0,0,0,15-C2
Warrenton,Well Crafted Wine & Beverage Co.,24562,Wine,Jeff Welburn Selections,French,Domaine du Vieux,College Marsannay Rouge Les Favieres,,FRA1098,2021,,,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,15-F2
Warrenton,Well Crafted Wine & Beverage Co.,25377,Wine,Jeff Welburn Selections,French,Domaine Fevre,1er Cru Chablis Fourchaume,,FRA1115,2022,,,,0.67,12,8,750 ml,,6,0,0,0,0,0,0,15-E2
Warrenton,Well Crafted Wine & Beverage Co.,19579,Wine,Jeff Welburn Selections,French,Domaine Fevre,Chablis,,FRA1054,2021,Still,White,Chardonnay,1,12,12,750 ml,,9,0,0,0,0,0,0,16-I2
Warrenton,Well Crafted Wine & Beverage Co.,27556,Wine,Jeff Welburn Selections,French,Domaine Fevre,Chablis,,FRA1054,2023,Still,White,Chardonnay,8.5,12,102,750 ml,,76.5,0,0,0,0,0,0,14-H1
Warrenton,Well Crafted Wine & Beverage Co.,25335,Wine,Jeff Welburn Selections,French,Domaine Fevre,Petit Chablis,,FRA1114,2022,,,,0.33,12,4,750 ml,,3,0,0,0,0,0,0,15-C2
Warrenton,Well Crafted Wine & Beverage Co.,29157,Wine,Jeff Welburn Selections,French,Domaine Fevre,Petit Chablis,,FRA1114,2023,,,,2,12,24,750 ml,,18,0,0,0,0,0,0,15-C2
Warrenton,Well Crafted Wine & Beverage Co.,27557,Wine,Jeff Welburn Selections,French,Domaine Laurent,Borgeot Bourgogne Blanc Monopole Clos de la Carbonade,,FRA1059,2023,,,,2.08,12,25,750 ml,,18.75,0,0,0,0,0,0,15-H2
Warrenton,Well Crafted Wine & Beverage Co.,18192,Wine,Bodegas Ontanon,Z- Samples,Dominio de la Abadesa,Crianza,,SAMPLE,2011,,,,0.5,12,6,750 ml,,4.5,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,16445,Wine,Bodegas Ontanon,Spanish,Dominio De La Abadesa,Crianza,,SPA1248,2017,,,,0.25,12,3,750 ml,,2.25,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,18193,Wine,Bodegas Ontanon,Z- Samples,Dominio de la Abadesa,Roble,,SAMPLE,2018,,,,0.33,12,4,750 ml,,3,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,18194,Wine,Bodegas Ontanon,Z- Samples,Dominio de la Abadesa,Verdejo,,SPA1243,2016,,,,0.5,12,6,750 ml,,4.5,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,15029,Wine,Bodegas Ontanon,Spanish,Dominio de la Abadesa,Verdejo,,SPA1243,2018,,,,3.92,12,47,750 ml,,35.25,0,0,0,0,0,0,15-I2
Warrenton,Well Crafted Wine & Beverage Co.,8918,Wine,EU Family Estates,Spanish,Dominio de Taurum,DO TORO,,SPA1219,2016,Still,,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,19-A5
Warrenton,Well Crafted Wine & Beverage Co.,17021,Wine,EU Family Estates,Spanish,Dominio de Taurum,DO TORO,,SPA1219,2020,Still,,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,19-A8
Warrenton,Well Crafted Wine & Beverage Co.,19204,Wine,Lui & William (Supplier),Spanish,Dominio de Taurum,DO TORO,,SPA1219,2021,Still,,,34.58,12,415,750 ml,,311.25,0,0,0,0,0,0,13-E1 / 13-E3
Warrenton,Well Crafted Wine & Beverage Co.,29475,Wine,Lui & William (Supplier),Spanish,Dominio de Taurum,DO TORO,,SPA1219,2023,Still,,,52,12,624,750 ml,,468,0,0,0,0,0,0,19-G1
Warrenton,Well Crafted Wine & Beverage Co.,17630,Wine,Legend Australia (USA Wine West),Australian,Dominique Portet,Cabernet Sauvignon Yarra Valley,,AUS1006,2017,Still,Red,"Cabernet Sauvignon, Petit Verdot, Malbec, Cabernet Franc",13,6,78,750 ml,,58.5,0,0,0,0,0,0,14-G2
Warrenton,Well Crafted Wine & Beverage Co.,24793,Wine,Legend Australia (USA Wine West),Australian,Dominique Portet,Fontaine Cabernet Sauvgnon,,AUS1007,2021,Still,Red,"Cabernet Sauvignon, Merlot, Petit Verdot, Malbec",5,12,60,750 ml,,45,0,0,-5,-60,0,0,20-A1
Warrenton,Well Crafted Wine & Beverage Co.,17633,Wine,Legend Australia (USA Wine West),Australian,Dominique Portet,Sauvignon Blanc,,AUS1009,2020,Still,White,Sauvignon Blanc,0.92,12,11,750 ml,,8.25,0,0,0,0,0,0,20-E2
Warrenton,Well Crafted Wine & Beverage Co.,21611,Wine,Legend Australia (USA Wine West),Australian,Dominique Portet,Sauvignon Blanc,,AUS1009,2022,Still,White,Sauvignon Blanc,0.25,12,3,750 ml,,2.25,0,0,-0.17,-2,0,0,20-E2
Warrenton,Well Crafted Wine & Beverage Co.,29037,Wine,Legend Australia (USA Wine West),Australian,Dominique Portet,Sauvignon Blanc,,AUS1009,2023,Still,White,Sauvignon Blanc,3.67,6,22,750 ml,,16.5,0,0,-3.67,-22,0,0,20-F2
Warrenton,Well Crafted Wine & Beverage Co.,24970,Wine,Douro Vino Selections,,,DR Colheita Tinto,,POR1038,2017,,,,2.75,12,33,750 ml,,24.75,0,0,0,0,0,0,16-G2
Warrenton,Well Crafted Wine & Beverage Co.,17073,Wine,,Z- Samples,Drimia,Cabernet Sauvignon,,,2017,,,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,24771,Wine,Domaine Du Fossile,French,Earl Patrick Lambert Chinon,L'Ame d'Antan,,FRA1147,2019,Still,Red,Cabernet Franc,23,12,276,750 ml,,207,0,0,0,0,0,0,14-C1 / 15-E3
Warrenton,Well Crafted Wine & Beverage Co.,24767,Wine,Domaine Du Fossile,French,Earl Patrick Lambert Chinon,Vieilles Vignes,,FRA1146,2018,,,,65.42,12,785,750 ml,,588.75,0,0,0,0,0,0,15-F1 / 19-F1
Warrenton,Well Crafted Wine & Beverage Co.,3053,Wine,Mas Llunes Supplier,Spanish,Emporda,Rhodes,,SPA1027,2015,,,,0.17,6,1,750 ml,,0.75,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,1769,Wine,,Spanish,Emporda,Vi Novell,,SPA1029,2015,,,,1,12,12,750 ml,,9,0,0,0,0,0,0,18-A1
Warrenton,Well Crafted Wine & Beverage Co.,23466,Wine,Endhardt Vineyards,Virginian,,Endhardt Rose,,VIR1056,2021,,,,0.92,12,11,750 ml,,8.25,0,0,0,0,0,0,22-F1 (Wall)
Warrenton,Well Crafted Wine & Beverage Co.,28772,Wine,Endhardt Vineyards,Virginian,Endhardt Vineyards,Fervor Red,,VIR1078,2021,,,,2.42,12,29,750 ml,,21.75,0,0,0,0,0,0,22-F1
Warrenton,Well Crafted Wine & Beverage Co.,29515,Wine,Endhardt Vineyards,Virginian,Endhardt Vineyards,Kindred Red,,VIR1081,2021,Still,Red,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,22-F1 (wall)
Warrenton,Well Crafted Wine & Beverage Co.,23002,Wine,Endhardt Vineyards,Virginian,Endhardt Vineyards,Lower Block Sauvignon Blanc,,VIR1053,2022,,,,9.75,12,117,750 ml,,87.75,0,0,0,0,0,0,09-I1
Warrenton,Well Crafted Wine & Beverage Co.,28773,Wine,Endhardt Vineyards,Virginian,Endhardt Vineyards,Reverie White,,VIR1076,2022,,,,0.17,12,2,750 ml,,1.5,0,0,0,0,0,0,22-F1 (wall)
Warrenton,Well Crafted Wine & Beverage Co.,17954,Wine,MHW (Western Carriers),Chilean,,Eulila Red Blend (DC - MD ONLY),,CHL1007,2020,,,,-1.33,6,-8,750 ml,,-6,0,0,0,0,0,0,16-E2
Warrenton,Well Crafted Wine & Beverage Co.,25584,Wine,MHW (Western Carriers),Chilean,,Eulila Red Blend (DC - MD ONLY),,CHL1007,2022,,,,54,6,324,750 ml,,243,0,0,-1,-6,0,0,16-D2 / 16-D3
Warrenton,Well Crafted Wine & Beverage Co.,30120,Wine,MHW (Western Carriers),Chilean,,Eulila Red Blend (DC - MD ONLY) Stained Label,,CHL1007,2022,,,,2.5,6,15,750 ml,,11.25,0,0,-1,-6,0,0,16-D2 / 16-H3
Warrenton,Well Crafted Wine & Beverage Co.,9222,Wine,MHW (Western Carriers),Chilean,,Eulila Red Blend Cachapoal Valley Magnum (DC - MD Only),,CHL1012,2018,,,,0.17,6,1,1.5 l,,1.5,0,0,0,0,0,0,16-E2
Warrenton,Well Crafted Wine & Beverage Co.,25585,Wine,MHW (Western Carriers),Chilean,,Eulila Red Blend Cachapoal Valley Magnum (DC - MD Only),,CHL1012,2019,,,,1,6,6,1.5 l,,9,0,0,0,0,0,0,16-E2
Warrenton,Well Crafted Wine & Beverage Co.,20550,Wine,Jeff Welburn Selections,French,Famille Henry,Isle Saint Pierre Rose,,FRA1100,2022,,,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,19-A3
Warrenton,Well Crafted Wine & Beverage Co.,28602,Wine,Jeff Welburn Selections,French,Famille Henry,Isle Saint Pierre Rose,,FRA1100,2024,,,,6.92,12,83,750 ml,,62.25,0,0,0,0,0,0,13-A
Warrenton,Well Crafted Wine & Beverage Co.,23959,Wine,The Beverage Group,Italian,Farmers Market,Italian Red,,ITA1116,NV,Still,Red,"Sangiovese, Montepulciano d'Abruzzo",36.25,12,435,750 ml,,326.25,0,0,-1.08,-13,0,0,12-F1 / 13-E3
Warrenton,Well Crafted Wine & Beverage Co.,23960,Wine,The Beverage Group,Italian,Farmers Market,Italian White,,ITA1115,NV,Still,White,"Trebbiano, Chardonnay, Fiano",31,12,372,750 ml,,279,0,0,-0.83,-10,0,0,13-E1 /
Warrenton,Well Crafted Wine & Beverage Co.,21572,Wine,Fernanda Capello - Supplier,Italian,Fernanda Capello,Chardonnay,,ITA1029,2022,Still,White,,6.5,12,78,750 ml,,58.5,0,0,0,0,0,0,20-E1
Warrenton,Well Crafted Wine & Beverage Co.,3061,Wine,Fernanda Capello - Supplier,Italian,Fernanda Capello,Prosecco Brut,,ITA1039,NV,Sparkling,White,,6.25,12,75,750 ml,,56.25,0,0,-7.25,-87,0,0,16-H1
Warrenton,Well Crafted Wine & Beverage Co.,1973,Wine,Fernanda Capello - Supplier,Italian,Fernanda Capello,Prosecco Extra Dry,,ITA1019,NV,Sparkling,White,,111.33,12,1336,750 ml,,"1,002.00",0,0,0,0,0,0,20-E1 / 19-D2 / 19-D3 / 15-I3
Warrenton,Well Crafted Wine & Beverage Co.,11614,Wine,One Vine Wines,Californian,Finca Buenaventura,Bunbury Red Blend,,CAL1194,2018,Still,Red,,1,12,12,750 ml,,9,0,0,0,0,0,0,18-A1
Warrenton,Well Crafted Wine & Beverage Co.,29301,Wine,Boplaas,South African,Fledge & Co.,Fortitude Vincimus Red Blend,,SAF1109,2021,Still,Red,,1.58,12,19,750 ml,,14.25,0,0,0,0,0,0,09-D1
Warrenton,Well Crafted Wine & Beverage Co.,29300,Wine,Boplaas,South African,Fledge & Co.,Grenache,,SAF1107,2024,Still,Red,Grenache,11.25,12,135,750 ml,,101.25,0,0,0,0,0,0,09-I1
Warrenton,Well Crafted Wine & Beverage Co.,29299,Wine,Boplaas,South African,Fledge & Co.,Skeleton Praeteritus Bosstok Tinta Barocca,,SAF1108,2022,Still,Red,,13.33,12,160,750 ml,,120,0,0,-1.5,-18,0,0,06-A1
Warrenton,Well Crafted Wine & Beverage Co.,16876,Wine,,Z- Samples,Fledge and Co,Elgin Chardonnay,,SAMPLE,2017,,,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,16877,Wine,,Z- Samples,Fledge and Co,Hoeksteen,,SAMPLE,2016,,,,0.17,12,2,750 ml,,1.5,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,16874,Wine,,Z- Samples,Fledge and Co,Red,,SAMPLE,NV,,,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,16875,Wine,,Z- Samples,Fledge and Co,Riesling,,SAMPLE,2018,,,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,16873,Wine,,Z- Samples,Fledge and Co,Sauvignon Blanc,,SAMPLE,2018,,,,0.17,12,2,750 ml,,1.5,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,28995,Wine,Ventura Selections,Italian,Fortezza di Ventura,Prosecco,,ITA1158,NV,Sparkling,White,,39.75,12,477,750 ml,,357.75,0,0,-3.33,-40,0,0,14-I1 / 14-H3
Warrenton,Well Crafted Wine & Beverage Co.,28300,Wine,Frascole- Supplier,Italian,Frascole,Chianti Rufina,,ITA1021,2022,Fortified,,,2.25,12,27,750 ml,,20.25,0,0,0,0,0,0,12-I1
Warrenton,Well Crafted Wine & Beverage Co.,17976,Wine,Frascole- Supplier,Italian,Frascole,Chianti Rufina Riserva,,ITA1022,2017,,,,1,6,6,750 ml,,4.5,0,0,0,0,0,0,14-I2
Warrenton,Well Crafted Wine & Beverage Co.,22833,Wine,Frascole- Supplier,Italian,Frascole,Chianti Rufina Riserva,,ITA1022,2019,,,,26.5,6,159,750 ml,,119.25,0,0,0,0,0,0,20-B2
Warrenton,Well Crafted Wine & Beverage Co.,23214,Wine,Frascole- Supplier,Z- Samples,Frascole,Limine,,,2018,,,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,Bar
Warrenton,Well Crafted Wine & Beverage Co.,22954,Wine,Frascole- Supplier,Italian,Frascole,Toscana Rosso Bitornino,,ITA1020,2020,,,,0.92,12,11,750 ml,,8.25,0,0,0,0,0,0,14-I2
Warrenton,Well Crafted Wine & Beverage Co.,30087,Liquor,The Free Spirits Co.,Non Alcoholic,Free Spirits,N/A Bourbon,,NON1031,,Whiskey,,,24.33,6,146,750 ml,,109.5,0,0,0,0,0,0,10-G2
Warrenton,Well Crafted Wine & Beverage Co.,30098,Liquor,The Free Spirits Co.,Non Alcoholic,Free Spirits,N/A Espresso Old Fashioned Cans,,NON1039,,Cocktail,,,19.17,24,460,250 ml,,115,0,0,0,0,0,0,10-H2
Warrenton,Well Crafted Wine & Beverage Co.,30090,Liquor,The Free Spirits Co.,Non Alcoholic,Free Spirits,N/A Gin,,NON1033,,Gin,,,24,6,144,750 ml,,108,0,0,0,0,0,0,10-C2
Warrenton,Well Crafted Wine & Beverage Co.,30097,Liquor,The Free Spirits Co.,Non Alcoholic,Free Spirits,N/A Kentucky Mule Cans,,NON1038,,Cocktail,,,18.17,24,436,250 ml,,109,0,0,0,0,0,0,10-G2
Warrenton,Well Crafted Wine & Beverage Co.,30092,Liquor,The Free Spirits Co.,Non Alcoholic,Free Spirits,N/A Margarita Cans,,NON1036,,Cocktail,,,35.17,24,844,250 ml,,211,0,0,0,0,0,0,10-D2
Warrenton,Well Crafted Wine & Beverage Co.,30091,Liquor,The Free Spirits Co.,Non Alcoholic,Free Spirits,N/A Milano,,NON1034,,Cordial,,,7.5,6,45,750 ml,,33.75,0,0,0,0,0,0,22-C2
Warrenton,Well Crafted Wine & Beverage Co.,30096,Liquor,The Free Spirits Co.,Non Alcoholic,Free Spirits,N/A Negroni Cans,,NON1037,,Cocktail,,,27.17,24,652,250 ml,,163,0,0,0,0,0,0,22-B2
Warrenton,Well Crafted Wine & Beverage Co.,30089,Liquor,The Free Spirits Co.,Non Alcoholic,Free Spirits,N/A Tequila,,NON1032,,Tequila,,,14.33,6,86,750 ml,,64.5,0,0,0,0,0,0,11-C2
Warrenton,Well Crafted Wine & Beverage Co.,24980,Wine,Scarpetta (Northern VA only),Italian,Frico,Bianco IGT Venezie (NOVA only),,ITA1105,2023,Still,White,"Chardonnay, Friulano",0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,18-A7
Warrenton,Well Crafted Wine & Beverage Co.,29207,Wine,Scarpetta (Northern VA only),Italian,Frico,Bianco IGT Venezie (NOVA only),,ITA1105,2024,Still,White,"Chardonnay, Friulano",10,12,120,750 ml,,90,0,0,0,0,0,0,12-H1
Warrenton,Well Crafted Wine & Beverage Co.,22198,Wine,Scarpetta (Northern VA only),Italian,Frico,Frizzante Cans IGT Venezie Cans (NOVA only),,ITA1107,,Sparkling,,,16.17,48,776,250 ml,,194,0,0,0,0,0,0,13-G2
Warrenton,Well Crafted Wine & Beverage Co.,22199,Wine,Scarpetta (Northern VA only),Italian,Frico,Lambrusco Cans IGT Emilia (NOVA only),,ITA1108,,Sparkling,Red,,9.6,48,461,250 ml,,115.25,0,0,0,0,0,0,13-G2
Warrenton,Well Crafted Wine & Beverage Co.,24402,Wine,Scarpetta (Northern VA only),Italian,Frico,Rose (NOVA only),,ITA1146,2023,Still,White,,0.67,12,8,750 ml,,6,0,0,0,0,0,0,21
Warrenton,Well Crafted Wine & Beverage Co.,29227,Wine,Scarpetta (Northern VA only),Italian,Frico,Rose (NOVA only),,ITA1146,2024,Still,White,,14,12,168,750 ml,,126,0,0,0,0,0,0,21
Warrenton,Well Crafted Wine & Beverage Co.,22197,Wine,Scarpetta (Northern VA only),Italian,Frico,Sangiovese IGT Toscana (NOVA only),,ITA1106,2022,Still,Red,,0.25,12,3,750 ml,,2.25,0,0,0,0,0,0,18-A7
Warrenton,Well Crafted Wine & Beverage Co.,29226,Wine,Scarpetta (Northern VA only),Italian,Frico,Sangiovese IGT Toscana (NOVA only),,ITA1106,2023,Still,Red,,6.33,12,76,750 ml,,57,0,0,0,0,0,0,21
Warrenton,Well Crafted Wine & Beverage Co.,15218,Wine,Galea,Spanish,Galea,Mimosa Sangria,,SPA1244,NV,,,,7.42,12,89,750 ml,,66.75,0,0,0,0,0,0,12-E1
