Warehouse,Account,Item number,Item type,Supplier,Category,Brand,Name,Batch,SKU,Vintage,Style,Colour,Varieties,Cases,Items per case,Unit quantity,Unit,Barrel or tank,Liters,Unit COGS,COGS,Pending orders (cases),Pending orders (unit quantity),Pending goods received (cases),Pending goods received (unit quantity),Warehouse Location
Warrenton,Well Crafted Wine & Beverage Co.,23931,Wine,Red Garden Imports,Israel,Lueria,Cabernet Sauvignon Mevushal (MD & DC),,ISR1015,2023,,,,1,12,12,750 ml,,9,0,0,0,0,0,0,13-J
Warrenton,Well Crafted Wine & Beverage Co.,25514,Wine,Chateau Grezan,French,Luis Blanc,Pergola Red (Wine Club Only),,FRA1171,2023,,,,22,12,264,750 ml,,198,0,0,0,0,0,0,18-G
Warrenton,Well Crafted Wine & Beverage Co.,25515,Wine,Chateau Grezan,French,Luis Blanc,Treilles White  (Wine Club Only),,FRA1172,2023,,,,5,12,60,750 ml,,45,0,0,0,0,0,0,18-G
Warrenton,Well Crafted Wine & Beverage Co.,29008,Wine,Macauley,Californian,,Macauley Bacigalupi Chardonnay,,CAL1369,2023,Still,White,,1.5,12,18,750 ml,,13.5,0,0,-0.08,-1,0,0,10-J
Warrenton,Well Crafted Wine & Beverage Co.,29013,Wine,Macauley,Californian,,Macauley Cabernet Sauvignon Stagecoach,,CAL1373,2021,Still,Red,,3.75,12,45,750 ml,,33.75,0,0,-0.08,-1,0,0,10-J
Warrenton,Well Crafted Wine & Beverage Co.,29014,Wine,Macauley,Californian,,Macauley Cabernet Sauvignon To Kalon,,CAL1375,2021,Still,Red,,1.42,12,17,750 ml,,12.75,0,0,0,0,0,0,10-J
Warrenton,Well Crafted Wine & Beverage Co.,29012,Wine,Macauley,Californian,,Macauley Petite Sirah Napa Valley,,CAL1377,2021,Still,Red,,1.58,12,19,750 ml,,14.25,0,0,-0.08,-1,0,0,10-J
Warrenton,Well Crafted Wine & Beverage Co.,28997,Wine,Macauley,Californian,Macauley,Napa Valley Cabernet Sauvignon,,CAL1371,2022,,,,0.92,12,11,750 ml,,8.25,0,0,0,0,0,0,09-J
Warrenton,Well Crafted Wine & Beverage Co.,16994,Wine,,Z- Samples,Maison Albert Signature,Viognier White,,,2017,,,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,30112,Wine,AdVini USA,French,Maison Ogier,Cotes du Rhone Blanc,,FRA1194,2024,Still,White,,18.25,12,219,750 ml,,164.25,0,0,-1.67,-20,0,0,15-H1
Warrenton,Well Crafted Wine & Beverage Co.,30111,Wine,AdVini USA,French,Maison Ogier,Cotes du Rhone Rouge,,FRA1193,2023,Still,Red,,18,12,216,750 ml,,162,0,0,-1.67,-20,0,0,14-H1
Warrenton,Well Crafted Wine & Beverage Co.,30114,Wine,AdVini USA,French,Maison Ogier,St. Joseph,,FRA1196,2022,Still,Red,,5,6,30,750 ml,,22.5,0,0,0,0,0,0,15-H2
Warrenton,Well Crafted Wine & Beverage Co.,30113,Wine,AdVini USA,French,Maison Ogier,Vacqueyras,,FRA1195,2023,Still,Red,,6.75,12,81,750 ml,,60.75,0,0,-0.58,-7,0,0,14-H1
Warrenton,Well Crafted Wine & Beverage Co.,20724,Wine,Cordier,French,Maison Roche de Bellene Bourgogne,Chardonnay Cuvee Reserve,,FRA1107,2020,Still,White,,0.67,12,8,750 ml,,6,0,0,0,0,0,0,15-I2
Warrenton,Well Crafted Wine & Beverage Co.,22780,Wine,Cordier,French,Maison Roche de Bellene Bourgogne,Chardonnay Cuvee Reserve,,FRA1107,2021,Still,White,,6.83,12,82,750 ml,,61.5,0,0,0,0,0,0,20-B2
Warrenton,Well Crafted Wine & Beverage Co.,20725,Wine,Cordier,French,Maison Roche de Bellene Bourgogne,Pinot Noir Cuvee Reserve,,FRA1108,2020,Still,Red,,-0.75,12,-9,750 ml,,-6.75,0,0,0,0,0,0,20-B2
Warrenton,Well Crafted Wine & Beverage Co.,27768,Wine,Cordier,French,Maison Roche de Bellene Bourgogne,Pinot Noir Cuvee Reserve,,FRA1108,2022,Still,Red,,1,12,12,750 ml,,9,0,0,0,0,0,0,16-I2
Warrenton,Well Crafted Wine & Beverage Co.,20727,Wine,Cordier,French,Maison Roche de Bellene,Gevrey Chambertin VV,,FRA1110,2020,,,,2,6,12,750 ml,,9,0,0,0,0,0,0,15-D2
Warrenton,Well Crafted Wine & Beverage Co.,20726,Wine,Cordier,French,Maison Roche de Bellene,Meursault VV,,FRA1109,2020,,,,1,6,6,750 ml,,4.5,0,0,0,0,0,0,15-D2
Warrenton,Well Crafted Wine & Beverage Co.,17028,Wine,Maison Ventenac,French,Maison Ventenac,Cuvee Marie,,FRA1065,2021,Still,,"Colombard, Chenin Blanc",0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,19-A3
Warrenton,Well Crafted Wine & Beverage Co.,21254,Wine,Maison Ventenac,French,Maison Ventenac,Cuvee Marie,,FRA1065,2022,Still,,"Colombard, Vermintino",1.92,12,23,750 ml,,17.25,0,0,0,0,0,0,14-G2
Warrenton,Well Crafted Wine & Beverage Co.,23646,Wine,Maison Ventenac,French,Maison Ventenac,Cuvee Marie,,FRA1065,2023,Still,,"Colombard, Chenin Blanc",27.75,12,333,750 ml,,249.75,0,0,0,0,0,0,14-G1 / 14-H3
Warrenton,Well Crafted Wine & Beverage Co.,28193,Wine,Maison Ventenac,French,Maison Ventenac,Cuvee Marie,,FRA1065,2024,Still,,"Colombard, Chenin Blanc",70,12,840,750 ml,,630,0,0,0,0,0,0,19-B1
Warrenton,Well Crafted Wine & Beverage Co.,17026,Wine,Maison Ventenac,French,Maison Ventenac,Cuvee Pierre,,FRA1066,2021,Still,Red,"Cabernet Sauvignon, Cabernet Franc",0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,23645,Wine,Maison Ventenac,French,Maison Ventenac,Cuvee Pierre,,FRA1066,2023,Still,Red,"Cabernet Sauvignon, Cabernet Franc",41.33,12,496,750 ml,,372,0,0,0,0,0,0,20-D1 / 16-G3
Warrenton,Well Crafted Wine & Beverage Co.,28196,Wine,Maison Ventenac,French,Maison Ventenac,Cuvee Pierre,,FRA1066,2024,Still,Red,"Cabernet Sauvignon, Cabernet Franc",15,12,180,750 ml,,135,0,0,0,0,0,0,16-G3
Warrenton,Well Crafted Wine & Beverage Co.,28195,Wine,Maison Ventenac,French,Maison Ventenac,Cuvee Stephanie,,FRA1068,2023,Still,Red,Merlot,21.5,12,258,750 ml,,193.5,0,0,0,0,0,0,20-F1
Warrenton,Well Crafted Wine & Beverage Co.,21216,Wine,Maison Ventenac,French,Maison Ventenac,L'intrus,,FRA1067,2022,Still,Red,Cabernet Franc,0.33,12,4,750 ml,,3,0,0,0,0,0,0,19-A4
Warrenton,Well Crafted Wine & Beverage Co.,28194,Wine,Maison Ventenac,French,Maison Ventenac,L'intrus,,FRA1067,2023,Still,Red,Cabernet Franc,45.5,12,546,750 ml,,409.5,0,0,-1,-12,0,0,15-F1 / 15-G3
Warrenton,Well Crafted Wine & Beverage Co.,1553,Wine,Bodegas Ponce,Spanish,Manchuela,Bodegas Ponce Buena Pinta,,SPA1047,2014,,,,0.25,12,3,750 ml,,2.25,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,2033,Wine,T Edward Wines,Spanish,Manchuela,Bodegas Ponce Buena Pinta,,SPA1047,2015,,,,0.33,12,4,750 ml,,3,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,25051,Wine,Bodegas Bocopa,Spanish,,Marina Alta Blanco,,SPA1333,2023,,White,,26.08,12,313,750 ml,,234.75,0,0,0,0,0,0,11-C2 / 11-D3
Warrenton,Well Crafted Wine & Beverage Co.,25052,Wine,Bodegas Bocopa,Spanish,,Marina Alta Blanco Coleccion,,SPA1334,2022,,White,,44.08,12,529,750 ml,,396.75,0,0,0,0,0,0,11-E2 / 11-F3
Warrenton,Well Crafted Wine & Beverage Co.,18200,Wine,Martellotto ,Californian,Martellotto,Cabernet Sauvignon,,SAMPLE,2019,,Red,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,17047,Wine,One Vine Wines,Californian,Martellotto,M Chardonnay (Wine Club),,CAL1267,2021,,,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,18-A9
Warrenton,Well Crafted Wine & Beverage Co.,17046,Wine,One Vine Wines,Californian,Martellotto,M Grenache (Wine Club),,CAL1266,2020,,,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,19-A1
Warrenton,Well Crafted Wine & Beverage Co.,18201,Wine,One Vine Wines,Z- Samples,Martellotto,Red Blend,,SAMPLE,2017,,,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,18199,Wine,,Z- Samples,Martino,Cabernet Franc,,SAMPLE,2019,,,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,18197,Wine,,Z- Samples,Martino,Malbec,,SAMPLE,2019,,,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,18196,Wine,,Z- Samples,Martino,Pedro Ximenez,,SAMPLE,2020,,,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,18198,Wine,,Z- Samples,Martino,Sangiovese,,SAMPLE,2020,,,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,22819,Wine,Mate,Italian,,Mate Mantus Merlot IGT Toscana,,ITA1102,2021,,,,9.33,12,112,750 ml,,84,0,0,-0.5,-6,0,0,15-D2
Warrenton,Well Crafted Wine & Beverage Co.,22818,Wine,Mate,Italian,Mate,Brunello di Montalcino,,ITA1100,2018,,,,3.08,12,37,750 ml,,27.75,0,0,-0.5,-6,0,0,12-I2
Warrenton,Well Crafted Wine & Beverage Co.,27572,Wine,Mate,Italian,Mate,Brunello di Montalcino,,ITA1100,2019,,,,20,12,240,750 ml,,180,0,0,0,0,0,0,16-E3
Warrenton,Well Crafted Wine & Beverage Co.,22820,Wine,Mate,Italian,Mate,Mania Cabernet Sauvignon IGT Toscana,,ITA1101,2021,,,,0.33,12,4,750 ml,,3,0,0,0,0,0,0,20-D2
Warrenton,Well Crafted Wine & Beverage Co.,27573,Wine,Mate,Italian,Mate,Mania Cabernet Sauvignon IGT Toscana,,ITA1101,2022,,,,9.83,12,118,750 ml,,88.5,0,0,0,0,0,0,20-B1
Warrenton,Well Crafted Wine & Beverage Co.,16939,Wine,Mauro Molino - Supplier,Italian,Mauro Molino,Barbera d'Alba,,ITA1025,2020,Still,Red,Barbera,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,18-A5
Warrenton,Well Crafted Wine & Beverage Co.,17971,Wine,Mauro Molino - Supplier,Italian,Mauro Molino,Barbera d'Alba,,ITA1025,2021,Still,Red,Barbera,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,18-A8
Warrenton,Well Crafted Wine & Beverage Co.,22836,Wine,Mauro Molino - Supplier,Italian,Mauro Molino,Barbera d'Alba,,ITA1025,2022,Still,Red,Barbera,4.58,12,55,750 ml,,41.25,0,0,0,0,0,0,15-I1
Warrenton,Well Crafted Wine & Beverage Co.,29378,Wine,Mauro Molino - Supplier,Italian,Mauro Molino,Barbera d'Alba,,ITA1025,2024,Still,Red,Barbera,20,12,240,750 ml,,180,0,0,0,0,0,0,15-I1
Warrenton,Well Crafted Wine & Beverage Co.,24998,Wine,Mauro Molino - Supplier,Italian,Mauro Molino,Barbera d'Asti DOCG Leradici,,ITA1034,2022,Still,Red,Barbera,20.17,12,242,750 ml,,181.5,0,0,-4,-48,0,0,14-I1 / 14-H3
Warrenton,Well Crafted Wine & Beverage Co.,23752,Wine,Mauro Molino - Supplier,Italian,Mauro Molino,Barolo,,ITA1026,2020,Still,Red,Nebbiolo,4.5,12,54,750 ml,,40.5,0,0,-0.08,-1,0,0,14-H1
Warrenton,Well Crafted Wine & Beverage Co.,29382,Wine,Mauro Molino - Supplier,Italian,Mauro Molino,Barolo,,ITA1026,2021,Still,Red,Nebbiolo,9,12,108,750 ml,,81,0,0,0,0,0,0,14-H1
Warrenton,Well Crafted Wine & Beverage Co.,23245,Wine,Mauro Molino - Supplier,Italian,Mauro Molino,Barolo (Stained Label),,ITA1026,2019,Still,Red,Nebbiolo,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,18-A5
Warrenton,Well Crafted Wine & Beverage Co.,23754,Wine,Mauro Molino - Supplier,Italian,Mauro Molino,Barolo Bricco Luciani,,ITA1030,2020,Still,Red,Nebbiolo,0.25,12,3,750 ml,,2.25,0,0,0,0,0,0,18-A6
Warrenton,Well Crafted Wine & Beverage Co.,29383,Wine,Mauro Molino - Supplier,Italian,Mauro Molino,Barolo Bricco Luciani,,ITA1030,2021,Still,Red,Nebbiolo,3.42,12,41,750 ml,,30.75,0,0,0,0,0,0,16-I2
Warrenton,Well Crafted Wine & Beverage Co.,23755,Wine,Mauro Molino - Supplier,Italian,Mauro Molino,Barolo Conca,,ITA1031,2020,Still,Red,Nebbiolo,2,12,24,750 ml,,18,0,0,0,0,0,0,15-H2
Warrenton,Well Crafted Wine & Beverage Co.,23753,Wine,Mauro Molino - Supplier,Italian,Mauro Molino,Barolo Gallinotto,,ITA1027,2020,Still,Red,Nebbiolo,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,15-F1
Warrenton,Well Crafted Wine & Beverage Co.,29379,Wine,Mauro Molino - Supplier,Italian,Mauro Molino,Barolo Gallinotto,,ITA1027,2021,Still,Red,Nebbiolo,12.17,12,146,750 ml,,109.5,0,0,0,0,0,0,15-F1
Warrenton,Well Crafted Wine & Beverage Co.,6028,Wine,Mauro Molino - Supplier,Italian,Mauro Molino,Langhe Dolcetto,,ITA1023,2018,Still,Red,Dolcetto,0.33,12,4,750 ml,,3,0,0,0,0,0,0,18-A5
Warrenton,Well Crafted Wine & Beverage Co.,19541,Wine,Mauro Molino - Supplier,Italian,Mauro Molino,Langhe Dolcetto,,ITA1023,2021,Still,Red,Dolcetto,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,18-A5
Warrenton,Well Crafted Wine & Beverage Co.,21538,Wine,Mauro Molino - Supplier,Italian,Mauro Molino,Langhe Dolcetto,,ITA1023,2022,Still,Red,Dolcetto,0.17,12,2,750 ml,,1.5,0,0,0,0,0,0,18-A6
Warrenton,Well Crafted Wine & Beverage Co.,24069,Wine,Mauro Molino - Supplier,Italian,Mauro Molino,Langhe Dolcetto,,ITA1023,2023,Still,Red,Dolcetto,18.67,12,224,750 ml,,168,0,0,-0.08,-1,0,0,13-I1
Warrenton,Well Crafted Wine & Beverage Co.,27093,Wine,Mauro Molino - Supplier,Italian,Mauro Molino,Langhe Nebbiolo,,ITA1024,2023,Still,Red,Nebbiolo,15.08,12,181,750 ml,,135.75,0,0,-1,-12,0,0,14-D1
Warrenton,Well Crafted Wine & Beverage Co.,29380,Wine,Mauro Molino - Supplier,Italian,Mauro Molino,Roero Arneis DOCG,,ITA1072,2024,Still,White,,19.5,12,234,750 ml,,175.5,0,0,0,0,0,0,15-G1 / 14-H3
Warrenton,Well Crafted Wine & Beverage Co.,23102,Wine,Mauro Molino - Supplier,Italian,Mauro Molino,Roero Arneis DOCG (Damaged Tops),,ITA1072,2022,Still,White,,0.25,12,3,750 ml,,2.25,0,0,0,0,0,0,18-A6
Warrenton,Well Crafted Wine & Beverage Co.,4562,Wine,Avarizza,Argentine,Mendoza,Avarizza Malbec,,,2017,Still,Red,Malbec,0.25,12,3,750 ml,,2.25,0,0,0,0,0,0,18-A1
Warrenton,Well Crafted Wine & Beverage Co.,19240,Wine,Avarizza,Argentine,Mendoza,Avarizza Malbec,,ARG1015,2021,Still,Red,Malbec,20.83,12,250,750 ml,,187.5,0,0,0,0,0,0,16-H1
Warrenton,Well Crafted Wine & Beverage Co.,8909,Wine,T Edward Wines,Argentine,Mendoza,Finca Abril 1922,,ARG1012,2014,,,,0.17,6,1,750 ml,,0.75,0,0,0,0,0,0,18-A1
Warrenton,Well Crafted Wine & Beverage Co.,28998,Wine,Legend Australia (USA Wine West),Australian,Merite,Merlot,,AUS1031,2015,Still,Red,Merlot,2,12,24,750 ml,,18,0,0,0,0,0,0,16-C2
Warrenton,Well Crafted Wine & Beverage Co.,16511,Wine,Mike and Molly Hendry,Californian,Mike and Molly Hendry,Zinfandel,,CAL1265,2018,,,,6.5,12,78,750 ml,,58.5,0,0,0,0,0,0,10-I2
Warrenton,Well Crafted Wine & Beverage Co.,25958,Wine,Golden Gate Selections,Non Alcoholic,,Misty Cliffs NA Brut,,NON1027,NV,Sparkling,White,Chardonnay,6.83,12,82,750 ml,,61.5,0,0,0,0,0,0,06-F
Warrenton,Well Crafted Wine & Beverage Co.,25956,Wine,Golden Gate Selections,Non Alcoholic,Misty Cliffs,NA Cabernet Sauvignon &  Merlot,,NON1026,NV,Still,Red,"Cabernet Sauvignon, Merlot",22.58,12,271,750 ml,,203.25,0,0,-0.58,-7,0,0,06-H / 09-G3
Warrenton,Well Crafted Wine & Beverage Co.,25959,Wine,Golden Gate Selections,Non Alcoholic,Misty Cliffs,NA Rose,,NON1025,NV,Still,Rose,Negroamaro,3.83,12,46,750 ml,,34.5,0,0,0,0,0,0,06-A2
Warrenton,Well Crafted Wine & Beverage Co.,25957,Wine,Golden Gate Selections,Non Alcoholic,Misty Cliffs,NA Sauvignon Blanc,,NON1024,NV,Still,White,Sauvignon Blanc,12.33,12,148,750 ml,,111,0,0,0,0,0,0,09-H1
Warrenton,Well Crafted Wine & Beverage Co.,29416,Wine,Ventura Selections,Spanish,Montepalacio,Montepalacio Brut,,SPA1355,NV,Sparkling,White,,562.33,12,6748,750 ml,,"5,061.00",0,0,0,0,0,0,14-A / 19-E3 / 18-E / 17-E / 17-D
Warrenton,Well Crafted Wine & Beverage Co.,25464,Wine,Legend Australia (USA Wine West),Australian,,Moorilla Brut Rose,,AUS1035,2018,Sparkling,,,10.33,6,62,750 ml,,46.5,0,0,-0.67,-4,0,0,15-I2
Warrenton,Well Crafted Wine & Beverage Co.,25463,Wine,Legend Australia (USA Wine West),Australian,,Moorilla Extra Brut,,AUS1034,2018,Sparkling,,,9.17,6,55,750 ml,,41.25,0,0,0,0,0,0,16-E2
Warrenton,Well Crafted Wine & Beverage Co.,25462,Wine,Legend Australia (USA Wine West),Australian,,Moorilla Praxis Sparkling Riesling,,AUS1036,2023,,,,11.5,6,69,750 ml,,51.75,0,0,0,0,0,0,20-D2
Warrenton,Well Crafted Wine & Beverage Co.,29038,Wine,Legend Australia (USA Wine West),Australian,Mother Tongue,Shiraz Barossa Valley,,AUS1030,2019,Still,Red,Shiraz,2.75,12,33,750 ml,,24.75,0,0,0,0,0,0,10-A
Warrenton,Well Crafted Wine & Beverage Co.,29996,Wine,Mountain Brook,North Carolina,,Mountain Brook Allin Coopers Select,,NCA1002,2021,,,,8,12,96,750 ml,,72,0,0,0,0,0,0,22-F1
Warrenton,Well Crafted Wine & Beverage Co.,29999,Wine,Mountain Brook,North Carolina,,Mountain Brook BRX Rose,,NCA1003,2024,,,,8,12,96,750 ml,,72,0,0,0,0,0,0,10-H2
Warrenton,Well Crafted Wine & Beverage Co.,29995,Wine,Mountain Brook,North Carolina,,Mountain Brook Cabernet Sauvignon,,NCA1001,2021,,,,7,12,84,750 ml,,63,0,0,0,0,0,0,22-C1
Warrenton,Well Crafted Wine & Beverage Co.,29998,Wine,Mountain Brook,North Carolina,,Mountain Brook Chardonnay,,NCA1005,2023,,,,8,12,96,750 ml,,72,0,0,0,0,0,0,10-C2
Warrenton,Well Crafted Wine & Beverage Co.,29997,Wine,Mountain Brook,North Carolina,,Mountain Brook The Belle,,NCA1004,2024,,,,9,12,108,750 ml,,81,0,0,0,0,0,0,10-G2
Warrenton,Well Crafted Wine & Beverage Co.,18222,Wine,Jeff Welburn Selections,Z- Samples,Muller,Gruver Vetliner,,SAMPLE,NV,,,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,28281,Wine,Legend Australia (USA Wine West),Australian,Murdoch Hill,Sauvignon Blanc,,AUS1028,2024,,,,3.67,12,44,750 ml,,33,0,0,-2,-24,0,0,16-G1
Warrenton,Well Crafted Wine & Beverage Co.,16987,Wine,,Z- Samples,Muscadet Sevie et Maine,Hell Celt White,,,2018,,,,0.17,12,2,750 ml,,1.5,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,27298,Wine,Ocean South,Germany,Nagelsforst,Bergliebe Riesling,,GER1001,2022,Still,White,,1.5,12,18,750 ml,,13.5,0,0,0,0,0,0,20-A0
Warrenton,Well Crafted Wine & Beverage Co.,21171,Wine,Burly Wines,Californian,Napa Valley Burly,Cabernet Sauvignon Sciandri,,CAL1189,2021,Still,Red,,1.67,12,20,750 ml,,15,0,0,0,0,0,0,10-C2
Warrenton,Well Crafted Wine & Beverage Co.,1580,Wine,Burly Wines,Californian,Napa Valley Burly,Sauvignon Blanc,,CAL1046,2014,Still,White,,1.08,12,13,750 ml,,9.75,0,0,0,0,0,0,10-D2
Warrenton,Well Crafted Wine & Beverage Co.,25919,Wine,Burly Wines,Californian,Napa Valley Burly,Simpkins Cabernet Sauvignon Magnum,,CAL1050,2022,,,,2.5,6,15,1.5 l,,22.5,0,0,0,0,0,0,08-J
Warrenton,Well Crafted Wine & Beverage Co.,15956,Wine,Burly Wines,Californian,Napa Valley,Burly Cabernet Sauvignon (Simpkins),,CAL1048,2021,Still,Red,Cabernet Sauvignon,8.5,12,102,750 ml,,76.5,0,0,0,0,0,0,10-H2  / 10-H3
Warrenton,Well Crafted Wine & Beverage Co.,24973,Wine,Burly Wines,Californian,Napa Valley,Burly Cabernet Sauvignon Special Selection,,CAL1049,2022,,,,4.67,12,56,750 ml,,42,0,0,0,0,0,0,09-H2
Warrenton,Well Crafted Wine & Beverage Co.,10328,Wine,Burly Wines,Californian,Napa Valley,Burly Chardonnay,,CAL1047,2018,Still,White,,1.75,12,21,750 ml,,15.75,0,0,0,0,0,0,22-C1
Warrenton,Well Crafted Wine & Beverage Co.,29518,Wine,Burly Wines,Californian,Napa Valley,Burly Chardonnay,,CAL1047,2023,Still,White,,6.75,12,81,750 ml,,60.75,0,0,0,0,0,0,22-C1
Warrenton,Well Crafted Wine & Beverage Co.,25735,Wine,Natte Valleij,South African,Natte Valleij,Cinsault Stellenbosch,,SAF1059,2022,,,,0.33,6,2,750 ml,,1.5,0,0,0,0,0,0,09-E2
Warrenton,Well Crafted Wine & Beverage Co.,29407,Wine,Natte Valleij,South African,Natte Valleij,Cinsault Stellenbosch,,SAF1059,2023,Still,Red,,19.33,6,116,750 ml,,87,0,0,0,0,0,0,06-C
Warrenton,Well Crafted Wine & Beverage Co.,25363,Wine,Natte Valleij,South African,Natte Valleij,Coastal Cinsault,,SAF1023,2022,Still,Red,Cinsault,65.75,12,789,750 ml,,591.75,0,0,-1,-12,0,0,09-H1 / 10-G3
Warrenton,Well Crafted Wine & Beverage Co.,24778,Wine,Natte Valleij,South African,Natte Valleij,NAT Pinotage,,SAF1069,2023,Still,Red,Pinotage,14.33,12,172,750 ml,,129,0,0,-15.33,-184,0,0,06-F
Warrenton,Well Crafted Wine & Beverage Co.,25737,Wine,Natte Valleij,South African,Natte Valleij,P.O.W.,,SAF1024,2019,,,,0.25,12,3,750 ml,,2.25,0,0,0,0,0,0,17-A5
Warrenton,Well Crafted Wine & Beverage Co.,29408,Wine,Natte Valleij,South African,Natte Valleij,P.O.W.,,SAF1024,2021,Still,Red,"Cabernet Sauvignon, Merlot",9.33,12,112,750 ml,,84,0,0,0,0,0,0,09-H2
Warrenton,Well Crafted Wine & Beverage Co.,29384,Wine,Natte Valleij,South African,Natte Valleij,Swallow Red Blend,,SAF1119,2023,Still,Red,,12.17,12,146,750 ml,,109.5,0,0,-10.75,-129,0,0,09-E1
Warrenton,Well Crafted Wine & Beverage Co.,28735,Wine,Legend Australia (USA Wine West),Australian,Ngeringa Estate,Pinot Noir,,AUS1043,2022,,,,3.67,12,44,750 ml,,33,0,0,0,0,0,0,16-F2
Warrenton,Well Crafted Wine & Beverage Co.,28246,Wine,Legend Australia (USA Wine West),Australian,,Ngeringa Summit Estate Pinot Noir,,AUS1042,2021,,,,0.42,12,5,750 ml,,3.75,0,0,0,0,0,0,16-F2
Warrenton,Well Crafted Wine & Beverage Co.,27316,Wine,PH Importing,Greece,Nikolaou,Ktima Nemea,,GRE1003,2019,Still,Red,,13,6,78,750 ml,,58.5,0,0,0,0,0,0,14-G2
Warrenton,Well Crafted Wine & Beverage Co.,27307,Wine,PH Importing,Greece,Nikolaou,Kydonitsa,,GRE1001,2023,,,,20,6,120,750 ml,,90,0,0,0,0,0,0,14-C2
Warrenton,Well Crafted Wine & Beverage Co.,27317,Wine,PH Importing,Greece,Nikolaou,Mirage,,GRE1004,2022,Still,Red,,15.67,6,94,750 ml,,70.5,0,0,0,0,0,0,15-G2
Warrenton,Well Crafted Wine & Beverage Co.,27318,Wine,PH Importing,Greece,Nikolaou,Moschofilero,,GRE1002,2023,Still,White,,12.5,6,75,750 ml,,56.25,0,0,0,0,0,0,14-E2
Warrenton,Well Crafted Wine & Beverage Co.,6866,Wine,Canopy Wines,South African,Noble Hill,Cabernet Sauvignon,,SAF1010,2015,Still,Red,Cabernet Sauvignon,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,17-A4
Warrenton,Well Crafted Wine & Beverage Co.,19701,Wine,Canopy Wines,South African,Noble Hill,Cabernet Sauvignon,,SAF1010,2018,Still,Red,"Cabernet Sauvignon, Petit Verdot, Cabernet Franc",0.17,12,2,750 ml,,1.5,0,0,0,0,0,0,17-A3
Warrenton,Well Crafted Wine & Beverage Co.,22709,Wine,Canopy Wines,South African,Noble Hill,Cabernet Sauvignon,,SAF1010,2020,Still,Red,"Cabernet Sauvignon, Petit Verdot, Cabernet Franc",0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,17-A4
Warrenton,Well Crafted Wine & Beverage Co.,25364,Wine,Canopy Wines,South African,Noble Hill,Cabernet Sauvignon,,SAF1010,2021,Still,Red,,1,12,12,750 ml,,9,0,0,0,0,0,0,06-I
Warrenton,Well Crafted Wine & Beverage Co.,24782,Wine,Canopy Wines,South African,Noble Hill,Cabernet Sauvignon (Damaged Labels),,SAF1010,2020,Still,Red,"Cabernet Sauvignon, Petit Verdot, Cabernet Franc",1.42,12,17,750 ml,,12.75,0,0,0,0,0,0,17-A1
Warrenton,Well Crafted Wine & Beverage Co.,23303,Wine,Canopy Wines,South African,Noble Hill,Estate Reserve Red,,SAF1011,2020,Still,Red,"Cabernet Sauvignon, Merlot, Petit Verdot, Cabernet Franc",0.92,12,11,750 ml,,8.25,0,0,0,0,0,0,09-C2
Warrenton,Well Crafted Wine & Beverage Co.,25362,Wine,Canopy Wines,South African,Noble Hill,Estate Reserve Red,,SAF1011,2021,Still,Red,,59.58,12,715,750 ml,,536.25,0,0,-0.08,-1,0,0,06-H / 09-G3
Warrenton,Well Crafted Wine & Beverage Co.,18092,Wine,Canopy Wines,South African,Noble Hill,Estate Reserve White,,SAF1072,2021,Still,White,"Grenache Blanc, Marsanne, Chenin Blanc, Viognier",2.33,12,28,750 ml,,21,0,0,0,0,0,0,09-D2
Warrenton,Well Crafted Wine & Beverage Co.,24783,Wine,Canopy Wines,South African,Noble Hill,Estate Reserve White,,SAF1072,2022,Still,White,,3.33,12,40,750 ml,,30,0,0,0,0,0,0,09-D2
